,1411812294219,41.1779401,-8.5984765,0.0,36.0
189,1411813123000,41.16609558,-8.59761804,207.10000610351565,13.0
190,1411813126000,41.1660355,-8.59766223,206.8999938964844,14.0
191,1411813128000,41.16605794,-8.59772033,207.60000610351565,12.0
192,1411813130000,41.16603712,-8.59779598,207.8000030517578,11.0
193,1411813132000,41.16601429,-8.59788529,207.8999938964844,11.0
194,1411813134000,41.16599292,-8.59798235,207.8999938964844,11.0
195,1411813140000,41.16596244,-8.59802916,207.3999938964844,10.0
196,1411813149000,41.16597769,-8.59796697,207.3999938964844,12.0
197,1411813159000,41.16597662,-8.59790636,208.5,18.0
198,1411813162000,41.16599312,-8.5978449,205.8999938964844,17.0
199,1411813178000,41.16601976,-8.59790822,207.3000030517578,13.0
200,1411813184000,41.16596866,-8.59787646,208.6999969482422,14.0
201,1411813188000,41.16593711,-8.59783374,209.60000610351565,14.0
202,1411813194000,41.16588682,-8.59783723,210.3000030517578,22.0
203,1411813211000,41.16586021,-8.59791201,211.0,14.0
204,1411813212000,41.16580275,-8.59823896,209.5,15.0
205,1411813213000,41.16575348,-8.59831357,208.60000610351565,14.0
206,1411813214000,41.16571099,-8.59835576,208.60000610351565,13.0
207,1411813215000,41.16567303,-8.59840659,208.3999938964844,13.0
208,1411813216000,41.16561219,-8.59845911,206.60000610351565,12.0
209,1411813217000,41.16554579,-8.59849239,206.3999938964844,11.0
210,1411813218000,41.16541392,-8.59855626,207.5,11.0
211,1411813220000,41.16542419,-8.5984559,205.10000610351565,11.0
212,1411813221000,41.16541668,-8.59834253,204.8999938964844,10.0
213,1411813222000,41.1653822,-8.59827572,206.8000030517578,10.0
214,1411813223000,41.16536714,-8.59819018,207.8000030517578,10.0
215,1411813224000,41.16536322,-8.5981154,206.8999938964844,10.0
216,1411813225000,41.16535228,-8.59805062,207.5,10.0
217,1411813226000,41.16533423,-8.59799048,207.8000030517578,11.0
218,1411813227000,41.16532736,-8.59792506,207.3999938964844,10.0
219,1411813229000,41.1653081,-8.59779413,207.3999938964844,10.0
220,1411813230000,41.16529488,-8.59773682,207.8000030517578,10.0
221,1411813232000,41.16528685,-8.59763267,206.8999938964844,10.0
222,1411813234000,41.16528019,-8.59750412,205.60000610351565,10.0
223,1411813235000,41.16526438,-8.59741908,207.1999969482422,10.0
224,1411813236000,41.16523708,-8.59731327,208.1999969482422,10.0
225,1411813237000,41.16521323,-8.59721663,210.60000610351565,10.0
226,1411813238000,41.16519985,-8.59713167,210.10000610351565,10.0
227,1411813239000,41.16518942,-8.59704864,210.0,11.0
228,1411813240000,41.1651854,-8.59694912,209.5,10.0
229,1411813241000,41.16517017,-8.59686851,209.6999969482422,10.0
230,1411813242000,41.16515532,-8.59677475,210.0,10.0
231,1411813243000,41.16513878,-8.59667873,210.6999969482422,10.0
232,1411813244000,41.16513157,-8.59658338,210.10000610351565,10.0
233,1411813245000,41.16511682,-8.59649223,210.1999969482422,11.0
234,1411813246000,41.16510699,-8.59636889,209.60000610351565,10.0
235,1411813247000,41.16509171,-8.59626737,209.1999969482422,11.0
236,1411813248000,41.16507962,-8.59615964,209.3999938964844,11.0
237,1411813249000,41.16506455,-8.59604241,208.10000610351565,11.0
238,1411813250000,41.1650508,-8.5959322,208.3000030517578,10.0
239,1411813251000,41.1650371,-8.59582188,209.1999969482422,11.0
240,1411813252000,41.16502311,-8.5957088,207.10000610351565,10.0
241,1411813253000,41.16501769,-8.59560719,207.0,10.0
242,1411813254000,41.16500538,-8.59550563,207.3999938964844,10.0
243,1411813255000,41.16499304,-8.59539577,207.1999969482422,10.0
244,1411813256000,41.16498146,-8.5953184,207.8000030517578,10.0
245,1411813257000,41.16497611,-8.5952431,208.3999938964844,10.0
246,1411813258000,41.16496727,-8.59516018,208.3000030517578,11.0
247,1411813259000,41.16495813,-8.59508561,208.5,11.0
248,1411813260000,41.16493288,-8.59503525,209.0,10.0
249,1411813262000,41.16492674,-8.59496362,209.5,10.0
250,1411813266000,41.16490587,-8.59488119,209.5,10.0
251,1411813268000,41.1649009,-8.59479079,208.0,10.0
252,1411813269000,41.16488887,-8.59472505,209.5,10.0
253,1411813270000,41.1648753,-8.59464052,209.3000030517578,10.0
254,1411813271000,41.16486081,-8.59456059,210.3000030517578,10.0
255,1411813272000,41.16485664,-8.5944472,209.5,10.0
256,1411813273000,41.16484165,-8.59433466,208.8999938964844,10.0
257,1411813274000,41.16482873,-8.59424558,208.10000610351565,10.0
258,1411813275000,41.16482272,-8.59413497,208.0,10.0
259,1411813276000,41.16480188,-8.59405643,208.0,10.0
260,1411813277000,41.16479346,-8.593956,208.1999969482422,10.0
261,1411813278000,41.16479173,-8.5938576,208.3000030517578,10.0
262,1411813279000,41.1647853,-8.59376662,208.6999969482422,10.0
263,1411813280000,41.16477576,-8.59366992,209.6999969482422,10.0
264,1411813281000,41.16476145,-8.59360179,209.5,11.0
265,1411813283000,41.16475733,-8.5934965,210.10000610351565,11.0
266,1411813285000,41.16481182,-8.59346021,208.10000610351565,11.0
267,1411813286000,41.16483021,-8.59356671,206.3000030517578,10.0
268,1411813288000,41.1648526,-8.59367512,206.60000610351565,10.0
269,1411813289000,41.16486426,-8.59374619,205.8000030517578,11.0
270,1411813290000,41.164879,-8.59382114,206.3000030517578,11.0
271,1411813291000,41.16487773,-8.59392174,206.8000030517578,11.0
272,1411813292000,41.16488952,-8.59400975,206.3999938964844,11.0
273,1411813293000,41.16489903,-8.594113,206.5,12.0
274,1411813294000,41.16490663,-8.59420354,206.6999969482422,12.0
275,1411813295000,41.16491947,-8.5943046,206.8000030517578,13.0
276,1411813296000,41.16496009,-8.59438073,205.8000030517578,13.0
277,1411813297000,41.16495975,-8.59450697,206.1999969482422,12.0
278,1411813298000,41.16500729,-8.59460314,204.60000610351565,12.0
279,1411813299000,41.16506984,-8.59471687,203.5,13.0
280,1411813300000,41.16509072,-8.59481854,203.8999938964844,13.0
281,1411813301000,41.16512867,-8.59491774,205.3000030517578,12.0
282,1411813302000,41.16515232,-8.59498772,206.60000610351565,13.0
283,1411813303000,41.16515232,-8.59508661,206.1999969482422,13.0
284,1411813304000,41.16515318,-8.59518254,206.3000030517578,14.0
285,1411813305000,41.1651207,-8.59530589,206.10000610351565,13.0
286,1411813306000,41.16512568,-8.59539581,205.6999969482422,12.0
287,1411813307000,41.16511384,-8.5955036,205.3999938964844,12.0
288,1411813308000,41.16512188,-8.59556367,204.8000030517578,12.0
289,1411813309000,41.16510049,-8.59564014,204.60000610351565,12.0
290,1411813312000,41.1650847,-8.59572168,205.60000610351565,11.0
291,1411813314000,41.16504755,-8.59566129,210.8999938964844,10.0
292,1411813316000,41.16496736,-8.59562259,210.8000030517578,11.0
293,1411813318000,41.16496533,-8.59545956,209.1999969482422,10.0
294,1411813319000,41.16496208,-8.59539093,208.3000030517578,11.0
295,1411813320000,41.16495184,-8.59529784,208.0,10.0
296,1411813321000,41.16494355,-8.59521742,207.5,10.0
297,1411813322000,41.16492549,-8.59514969,207.8999938964844,10.0
298,1411813323000,41.16491759,-8.59506194,208.10000610351565,11.0
299,1411813324000,41.16489969,-8.59495529,206.8000030517578,10.0
300,1411813325000,41.16487624,-8.59486454,208.0,10.0
301,1411813326000,41.16486693,-8.59478882,208.10000610351565,11.0
302,1411813327000,41.16486196,-8.59467129,208.8999938964844,10.0
303,1411813328000,41.16485299,-8.59458214,209.3999938964844,10.0
304,1411813329000,41.16483572,-8.59445412,209.0,10.0
305,1411813330000,41.16482256,-8.59434299,208.3000030517578,10.0
306,1411813331000,41.16480555,-8.59422184,209.5,10.0
307,1411813332000,41.16480018,-8.59410952,209.5,10.0
308,1411813333000,41.16478374,-8.59400163,209.1999969482422,10.0
309,1411813334000,41.16477517,-8.59390021,209.1999969482422,11.0
310,1411813335000,41.16475749,-8.59379289,208.6999969482422,10.0
311,1411813336000,41.16473796,-8.59368446,208.60000610351565,10.0
312,1411813337000,41.16472623,-8.59357788,208.8999938964844,10.0
313,1411813338000,41.16471046,-8.59346332,208.3000030517578,10.0
314,1411813339000,41.16467968,-8.59335344,208.5,10.0
315,1411813340000,41.16466544,-8.59323683,208.0,11.0
316,1411813341000,41.16465387,-8.59312053,206.8000030517578,11.0
317,1411813342000,41.16463839,-8.5930136,206.1999969482422,11.0
318,1411813343000,41.16463112,-8.59289056,207.3999938964844,10.0
319,1411813344000,41.16462002,-8.59276365,206.5,9.0
320,1411813345000,41.16460067,-8.59263257,208.10000610351565,10.0
321,1411813346000,41.16458324,-8.59251005,209.3000030517578,9.0
322,1411813347000,41.16457285,-8.59238369,208.1999969482422,9.0
323,1411813348000,41.16455058,-8.59226734,208.0,10.0
324,1411813349000,41.16453227,-8.59214324,208.3999938964844,10.0
325,1411813350000,41.1645141,-8.5920397,208.5,10.0
326,1411813351000,41.16450295,-8.59192321,207.5,9.0
327,1411813352000,41.16448889,-8.59180882,206.3000030517578,9.0
328,1411813353000,41.16447111,-8.59169707,206.5,10.0
329,1411813354000,41.16445215,-8.59160475,206.3999938964844,10.0
330,1411813355000,41.16444128,-8.59151299,205.8999938964844,10.0
331,1411813356000,41.16443295,-8.59140603,206.0,10.0
332,1411813357000,41.16442514,-8.59130556,205.3000030517578,10.0
333,1411813358000,41.16441293,-8.59121254,205.3999938964844,10.0
334,1411813359000,41.16440019,-8.59111906,205.8999938964844,10.0
335,1411813360000,41.16438783,-8.59103677,205.8000030517578,10.0
336,1411813361000,41.16437574,-8.59095786,205.5,10.0
337,1411813362000,41.16437247,-8.59089069,204.6999969482422,10.0
338,1411813363000,41.16435953,-8.59082539,204.3000030517578,10.0
339,1411813364000,41.16434646,-8.59075804,204.1999969482422,10.0
340,1411813365000,41.16432925,-8.59069237,203.8000030517578,11.0
341,1411813366000,41.16430175,-8.59061865,204.0,11.0
342,1411813367000,41.1642804,-8.59054457,203.8000030517578,11.0
343,1411813368000,41.16426059,-8.59048698,203.8000030517578,11.0
344,1411813370000,41.16420898,-8.59041746,203.6999969482422,12.0
345,1411813372000,41.16417809,-8.59030987,203.60000610351565,12.0
346,1411813373000,41.16416684,-8.59024943,202.6999969482422,12.0
347,1411813374000,41.16414125,-8.5901837,202.1999969482422,10.0
348,1411813375000,41.16409111,-8.59016291,202.0,11.0
349,1411813376000,41.16404254,-8.59011576,202.1999969482422,11.0
350,1411813377000,41.16402684,-8.59005511,201.60000610351565,10.0
351,1411813378000,41.16400113,-8.58999368,201.8999938964844,10.0
352,1411813379000,41.16395551,-8.58995112,201.8999938964844,11.0
353,1411813380000,41.16394522,-8.58988144,202.10000610351565,11.0
354,1411813383000,41.16389082,-8.58982667,201.8000030517578,10.0
355,1411813385000,41.1638247,-8.58983063,203.1999969482422,10.0
356,1411813386000,41.16379238,-8.58987695,203.10000610351565,9.0
357,1411813388000,41.1637265,-8.58994831,203.8000030517578,10.0
358,1411813389000,41.16369074,-8.58998463,202.5,10.0
359,1411813390000,41.16364831,-8.59002266,202.5,10.0
360,1411813391000,41.16360152,-8.59006193,202.5,11.0
361,1411813392000,41.16354636,-8.59011449,202.10000610351565,11.0
362,1411813393000,41.16348648,-8.59015185,202.3999938964844,10.0
363,1411813394000,41.16342635,-8.59020648,202.3000030517578,10.0
364,1411813395000,41.16336682,-8.59025748,202.1999969482422,10.0
365,1411813396000,41.16330783,-8.59030822,201.8000030517578,10.0
366,1411813397000,41.16324878,-8.59036261,201.8999938964844,10.0
367,1411813398000,41.16320038,-8.59040223,201.60000610351565,10.0
368,1411813399000,41.1631475,-8.59044852,200.5,10.0
369,1411813400000,41.16308247,-8.59050041,200.60000610351565,10.0
370,1411813401000,41.16301666,-8.59054688,202.3000030517578,10.0
371,1411813402000,41.16295725,-8.59060206,201.8999938964844,10.0
372,1411813403000,41.16289842,-8.59064733,202.3000030517578,10.0
373,1411813404000,41.16283817,-8.59069736,202.6999969482422,10.0
374,1411813405000,41.16278613,-8.59074287,203.8999938964844,10.0
375,1411813406000,41.1627285,-8.5907937,204.1999969482422,10.0
376,1411813407000,41.16266904,-8.59085291,204.60000610351565,10.0
377,1411813408000,41.16263142,-8.5909004,201.60000610351565,11.0
378,1411813409000,41.16257771,-8.5909633,200.60000610351565,11.0
379,1411813410000,41.16251598,-8.5910195,201.1999969482422,11.0
380,1411813411000,41.1624513,-8.59109632,201.3999938964844,10.0
381,1411813412000,41.16236923,-8.5911662,202.3000030517578,10.0
382,1411813413000,41.16230205,-8.59120631,202.8000030517578,10.0
383,1411813414000,41.16224134,-8.59125729,202.8999938964844,10.0
384,1411813415000,41.16217404,-8.59132472,202.5,10.0
385,1411813416000,41.16211615,-8.59138421,201.8999938964844,10.0
386,1411813417000,41.16204428,-8.59145491,202.5,10.0
387,1411813418000,41.16197226,-8.59151106,202.60000610351565,10.0
388,1411813419000,41.16190138,-8.5915736,202.3000030517578,10.0
389,1411813420000,41.16182957,-8.59165132,202.5,10.0
390,1411813421000,41.16175096,-8.59170211,202.3999938964844,11.0
391,1411813422000,41.16168094,-8.59175346,202.60000610351565,12.0
392,1411813423000,41.1616381,-8.59181313,202.3999938964844,10.0
393,1411813424000,41.16156214,-8.59186312,202.5,11.0
394,1411813425000,41.16151437,-8.59189044,201.8000030517578,11.0
395,1411813426000,41.1614524,-8.59193919,202.5,10.0
396,1411813427000,41.16139225,-8.5919698,202.5,11.0
397,1411813428000,41.16132916,-8.59200551,203.6999969482422,10.0
398,1411813429000,41.16127429,-8.5920319,205.1999969482422,10.0
399,1411813430000,41.16122922,-8.59204255,206.10000610351565,10.0
400,1411813432000,41.16116523,-8.59206373,206.3999938964844,11.0
401,1411813435000,41.16112616,-8.592106,206.5,11.0
402,1411813436122,41.1615191,-8.5914797,0.0,157.0
403,1411813437000,41.16107853,-8.59215605,208.3999938964844,12.0
404,1411813441000,41.16101913,-8.5921995,208.1999969482422,10.0
405,1411813443000,41.16096133,-8.5922347,208.8999938964844,11.0
406,1411813444000,41.16091948,-8.59227996,209.1999969482422,10.0
407,1411813445000,41.16089794,-8.59238127,209.6999969482422,10.0
408,1411813446000,41.16088098,-8.59244814,210.10000610351565,10.0
409,1411813447000,41.16085593,-8.59252116,210.6999969482422,10.0
410,1411813448000,41.16082933,-8.59260021,212.10000610351565,10.0
411,1411813449000,41.16081845,-8.5926794,212.3999938964844,11.0
412,1411813450000,41.16079058,-8.59279256,212.6999969482422,10.0
413,1411813451000,41.16076916,-8.59289693,212.3000030517578,10.0
414,1411813452000,41.16074464,-8.59300133,212.6999969482422,10.0
415,1411813453000,41.16070197,-8.59311326,212.6999969482422,10.0
416,1411813454000,41.16067473,-8.59321966,212.5,10.0
417,1411813455000,41.16064272,-8.5933464,211.6999969482422,10.0
418,1411813456000,41.16061306,-8.59346964,211.8999938964844,11.0
419,1411813457000,41.16057774,-8.59358536,212.0,11.0
420,1411813458000,41.16055377,-8.5936881,212.0,11.0
421,1411813459000,41.1605887,-8.59381897,214.3000030517578,10.0
422,1411813460000,41.16059264,-8.59391613,215.1999969482422,10.0
423,1411813461000,41.16060915,-8.59401886,215.3000030517578,10.0
424,1411813462000,41.16062365,-8.59412901,215.3000030517578,10.0
425,1411813463000,41.16062641,-8.59423845,215.10000610351565,10.0
426,1411813464000,41.16064043,-8.59434076,214.3999938964844,10.0
427,1411813465000,41.16064435,-8.59444483,214.60000610351565,10.0
428,1411813466000,41.16064694,-8.59455345,214.8000030517578,10.0
429,1411813467000,41.16066451,-8.59467059,213.3000030517578,10.0
430,1411813468000,41.16067998,-8.59476875,213.5,10.0
431,1411813469000,41.16068697,-8.59487004,213.5,10.0
432,1411813470000,41.16069543,-8.59497439,213.10000610351565,10.0
433,1411813471000,41.16070937,-8.59507248,213.3999938964844,10.0
434,1411813472000,41.16071118,-8.59518125,212.8000030517578,10.0
