,n,Session,location.seconds.Unix,location.millis,location.gpstime,location.lat,location.lon,location.alt,location.track,location.speed.M-S,location.acc,location.nsats
313,314,14636,1479041249,491,1479041256.0,41.20414582,-8.56989236,177.8,101.2,0.75,12.0,8.0
314,315,14636,1479041251,497,1479041258.0,41.20416463,-8.56992735,177.8,101.2,0.5,11.0,8.0
315,316,14636,1479041252,79,1479041259.0,41.2041707,-8.5699469,176.9,101.0,0.5,10.0,-1.0
316,317,14636,1479041253,30,1479041260.0,41.2041761,-8.56995895,177.6,101.2,0.25,10.0,8.0
317,318,14636,1479041254,566,1479041261.0,41.20418142,-8.56997598,177.8,10.0,8.0,,
318,319,14636,1479041256,479,1479041263.0,41.20418665,-8.56998465,178.1,10.0,8.0,,
319,320,14636,1479041257,17,1479041264.0,41.2041889,-8.5699897,178.1,10.0,-1.0,,
320,321,14636,1479041258,474,1479041265.0,41.20418973,-8.56999539,178.0,10.0,8.0,,
321,322,14636,1479041260,485,1479041267.0,41.2041863,-8.57001458,177.5,11.0,8.0,,
322,323,14636,1479041261,94,1479041268.0,41.2041842,-8.5700213,177.1,11.0,-1.0,,
323,324,14636,1479041262,31,1479041269.0,41.2041807,-8.57002955,176.7,12.0,8.0,,
324,325,14636,1479041263,531,1479041270.0,41.2041727,-8.57004739,176.6,239.0,1.5,12.0,9.0
325,326,14636,1479041265,480,1479041272.0,41.204102,-8.57016436,176.5,231.8,3.25,14.0,9.0
326,327,14636,1479041266,33,1479041273.0,41.2039507,-8.5704021,176.8,230.0,6.25,15.0,-1.0
327,328,14636,1479041267,498,1479041274.0,41.20384079,-8.57050557,177.0,226.2,7.5,15.0,9.0
328,329,14636,1479041269,515,1479041276.0,41.20359089,-8.57079046,176.6,222.8,10.5,16.0,9.0
329,330,14636,1479041270,950,1479041278.0,41.20335553,-8.57123508,176.0,230.0,13.75,15.0,9.0
330,331,14636,1479041272,499,1479041279.0,41.20329316,-8.57139009,177.8,230.8,13.75,15.0,9.0
331,332,14636,1479041274,479,1479041281.0,41.20312836,-8.57172913,176.0,232.2,14.5,14.0,9.0
332,333,14636,1479041276,493,1479041283.0,41.20291423,-8.57190524,176.1,225.6,14.0,15.0,8.0
333,334,14636,1479041278,37,1479041285.0,41.20271342,-8.57208622,182.3,221.2,13.75,15.0,8.0
334,335,14636,1479041279,36,1479041286.0,41.20260894,-8.57219985,180.9,220.6,14.0,15.0,8.0
335,336,14636,1479041279,957,1479041287.0,41.20253665,-8.5723038,180.0,221.8,13.75,16.0,8.0
336,337,14636,1479041281,530,1479041288.0,41.2024664,-8.57234565,179.3,220.1,13.0,16.0,8.0
337,338,14636,1479041283,517,1479041290.0,41.20231768,-8.5725018,178.5,219.6,12.25,15.0,8.0
338,339,14636,1479041284,1,1479041291.0,41.2022459,-8.5726,178.6,220.0,12.25,15.0,-1.0
339,340,14636,1479041285,505,1479041292.0,41.2021377,-8.57274779,178.5,221.2,12.75,15.0,8.0
340,341,14636,1479041286,69,1479041293.0,41.2020882,-8.5729104,179.4,225.0,12.75,15.0,-1.0
341,342,14636,1479041287,46,1479041294.0,41.20199537,-8.5729017,179.2,219.9,12.0,14.0,9.0
342,343,14636,1479041288,509,1479041295.0,41.20189243,-8.57300134,180.1,219.2,12.5,14.0,9.0
343,344,14636,1479041290,486,1479041297.0,41.20180049,-8.57307475,180.5,217.5,10.75,14.0,9.0
344,345,14636,1479041291,17,1479041298.0,41.2017504,-8.5732017,181.1,221.0,10.75,14.0,-1.0
345,346,14636,1479041292,519,1479041299.0,41.20169775,-8.57330902,181.5,224.0,10.75,14.0,9.0
346,347,14636,1479041293,74,1479041300.0,41.2015926,-8.5733576,181.6,219.0,10.75,14.0,-1.0
347,348,14636,1479041323,974,1479041331.0,41.19893254,-8.57572851,186.7,201.8,11.25,13.0,9.0
348,349,14636,1479041324,948,1479041332.0,41.19883808,-8.5757629,184.3,201.7,11.0,13.0,9.0
349,350,14636,1479041325,948,1479041333.0,41.19873856,-8.57576764,185.4,200.1,10.5,11.0,9.0
350,351,14636,1479041327,507,1479041334.0,41.19865603,-8.5757801,186.2,200.5,10.25,12.0,9.0
351,352,14636,1479041328,93,1479041335.0,41.1985833,-8.575828,186.8,203.0,9.75,12.0,-1.0
352,353,14636,1479041329,61,1479041336.0,41.19852566,-8.5758874,187.0,208.5,9.0,13.0,9.0
353,354,14636,1479041330,577,1479041337.0,41.19848263,-8.57594097,187.3,212.2,8.25,13.0,9.0
354,355,14636,1479041332,481,1479041339.0,41.19841841,-8.57594123,188.9,208.1,6.75,14.0,9.0
355,356,14636,1479041334,493,1479041341.0,41.19845131,-8.57588204,188.2,197.6,3.5,13.0,9.0
356,357,14636,1479041335,1,1479041342.0,41.1984397,-8.5758735,188.3,194.0,3.25,13.0,-1.0
357,358,14636,1479041336,567,1479041343.0,41.19840298,-8.57589288,189.4,194.2,3.75,14.0,9.0
358,359,14636,1479041337,114,1479041344.0,41.1983382,-8.5759043,189.8,190.0,4.25,14.0,-1.0
359,360,14636,1479041338,29,1479041345.0,41.19834243,-8.5758902,190.6,187.1,3.75,14.0,10.0
360,361,14636,1479041339,484,1479041346.0,41.19838405,-8.57585796,191.2,179.7,2.75,15.0,10.0
361,362,14636,1479041341,490,1479041348.0,41.19816294,-8.57595081,191.2,193.0,6.75,15.0,9.0
362,363,14636,1479041342,10,1479041349.0,41.1981243,-8.5759792,191.6,194.0,7.0,16.0,-1.0
363,364,14636,1479041343,502,1479041350.0,41.19806131,-8.57598548,191.7,193.2,7.25,16.0,9.0
364,365,14636,1479041344,993,1479041352.0,41.19784872,-8.57582107,193.2,178.7,8.5,15.0,9.0
365,366,14636,1479041346,507,1479041353.0,41.19779129,-8.57591728,194.6,186.0,8.25,14.0,9.0
366,367,14636,1479041348,473,1479041355.0,41.1975867,-8.57593089,195.0,185.5,9.0,15.0,9.0
367,368,14636,1479041350,515,1479041357.0,41.19737069,-8.57603244,194.6,191.8,9.75,12.0,9.0
368,369,14636,1479041351,46,1479041358.0,41.1972566,-8.5760493,195.8,191.0,9.75,12.0,-1.0
369,370,14636,1479041352,26,1479041359.0,41.19715562,-8.57613966,195.4,194.1,10.0,13.0,9.0
370,371,14636,1479041353,546,1479041360.0,41.19706239,-8.57615984,195.7,193.7,10.0,13.0,9.0
371,372,14636,1479041355,504,1479041362.0,41.1969123,-8.57626326,195.8,197.7,9.5,13.0,9.0
372,373,14636,1479041357,504,1479041364.0,41.19675113,-8.57631094,196.1,195.6,10.0,12.0,9.0
373,374,14636,1479041359,550,1479041366.0,41.19655698,-8.57629805,196.9,191.3,10.25,14.0,9.0
374,375,14636,1479041360,134,1479041367.0,41.1964749,-8.5763249,196.3,192.0,10.0,13.0,-1.0
375,376,14636,1479041361,6,1479041368.0,41.19640327,-8.57640489,197.1,197.2,10.0,13.0,9.0
376,377,14636,1479041362,556,1479041369.0,41.19631299,-8.57647606,196.3,200.2,10.0,13.0,9.0
377,378,14636,1479041364,554,1479041371.0,41.196041,-8.57663084,196.0,201.9,11.5,13.0,9.0
378,379,14636,1479041366,504,1479041373.0,41.19585989,-8.57675898,195.1,204.0,11.5,14.0,9.0
379,380,14636,1479041367,73,1479041374.0,41.1958208,-8.5767973,195.1,206.0,10.0,13.0,-1.0
380,381,14636,1479041368,31,1479041375.0,41.19576878,-8.57687973,194.9,212.2,9.5,11.0,8.0
381,382,14636,1479041369,546,1479041376.0,41.19568877,-8.57689176,193.7,210.6,9.5,12.0,8.0
382,383,14636,1479041371,491,1479041378.0,41.19550793,-8.57692065,194.7,206.8,9.5,13.0,8.0
383,384,14636,1479041372,14,1479041379.0,41.1954489,-8.5769075,195.8,204.0,8.75,14.0,-1.0
384,385,14636,1479041373,510,1479041380.0,41.19538218,-8.57699777,196.2,208.1,9.0,14.0,8.0
385,386,14636,1479041374,50,1479041381.0,41.1953267,-8.5769854,195.8,204.0,8.25,14.0,-1.0
386,387,14636,1479041375,526,1479041382.0,41.19524674,-8.57704921,195.9,205.4,8.5,14.0,8.0
387,388,14636,1479041377,50,1479041384.0,41.19528778,-8.57699379,196.1,209.6,3.75,14.0,8.0
388,389,14636,1479041378,529,1479041385.0,41.19524667,-8.57699482,195.2,206.0,3.75,15.0,8.0
389,390,14636,1479041380,484,1479041387.0,41.19526462,-8.5769859,195.7,207.1,1.5,15.0,8.0
390,391,14636,1479041382,495,1479041389.0,41.19523567,-8.57701365,195.2,206.9,1.75,16.0,8.0
391,392,14636,1479041384,528,1479041391.0,41.19514219,-8.57714411,196.2,210.2,3.75,18.0,8.0
392,393,14636,1479041385,953,1479041393.0,41.19504114,-8.57737804,196.2,219.6,5.25,18.0,8.0
393,394,14636,1479041386,965,1479041394.0,41.19498889,-8.57740953,196.0,216.7,5.5,20.0,8.0
394,395,14636,1479041387,998,1479041395.0,41.19498842,-8.57741878,196.1,221.7,4.5,22.0,8.0
395,396,14636,1479041388,958,1479041396.0,41.1949752,-8.57746732,196.3,227.3,4.25,22.0,8.0
396,397,14636,1479041389,953,1479041397.0,41.19496144,-8.57749937,196.3,231.0,4.0,25.0,8.0
397,398,14636,1479041390,952,1479041398.0,41.19494039,-8.57754281,196.3,233.9,4.0,25.0,8.0
398,399,14636,1479041391,960,1479041399.0,41.19493655,-8.57758794,196.4,238.5,4.0,28.0,8.0
399,400,14636,1479041392,972,1479041400.0,41.19491811,-8.57735053,196.3,192.7,2.0,19.0,8.0
400,401,14636,1479041393,965,1479041401.0,41.19488158,-8.57722919,198.1,181.9,2.5,15.0,8.0
401,402,14636,1479041394,952,1479041402.0,41.19486465,-8.57725001,196.5,111.4,3.25,13.0,8.0
402,403,14636,1479041395,952,1479041403.0,41.19485095,-8.57718949,194.9,107.6,5.5,12.0,8.0
403,404,14636,1479041396,960,1479041404.0,41.19484731,-8.5770901,194.8,109.0,6.75,12.0,8.0
404,405,14636,1479041397,971,1479041405.0,41.19483772,-8.57703982,195.5,110.6,7.0,12.0,8.0
405,406,14636,1479041398,970,1479041406.0,41.19478666,-8.57695968,194.6,119.5,9.5,11.0,8.0
406,407,14636,1479041399,954,1479041407.0,41.19473438,-8.57685634,195.7,120.4,10.25,11.0,8.0
407,408,14636,1479041400,953,1479041408.0,41.19469782,-8.57676658,195.8,117.5,9.75,11.0,8.0
408,409,14636,1479041401,961,1479041409.0,41.19467588,-8.57667281,196.7,122.2,9.25,11.0,9.0
409,410,14636,1479041403,39,1479041410.0,41.19464733,-8.57659817,197.1,123.6,7.25,11.0,9.0
410,411,14636,1479041403,967,1479041411.0,41.19461513,-8.57655139,197.7,139.1,5.0,11.0,9.0
411,412,14636,1479041404,953,1479041412.0,41.19456644,-8.57654626,197.8,167.3,5.25,11.0,9.0
412,413,14636,1479041405,958,1479041413.0,41.19453343,-8.57653551,196.8,168.1,5.25,11.0,9.0
413,414,14636,1479041406,980,1479041414.0,41.19449012,-8.57652353,197.0,168.7,5.0,12.0,9.0
414,415,14636,1479041407,974,1479041415.0,41.19442248,-8.57652203,196.6,173.1,5.5,12.0,9.0
415,416,14636,1479041408,955,1479041416.0,41.19437937,-8.57654686,196.3,180.9,5.75,13.0,9.0
416,417,14636,1479041409,978,1479041417.0,41.19433497,-8.57660306,196.8,191.7,5.75,13.0,9.0
417,418,14636,1479041410,997,1479041418.0,41.19429835,-8.57669705,197.3,204.6,6.25,14.0,9.0
418,419,14636,1479041411,962,1479041419.0,41.1942544,-8.57675566,197.7,208.6,6.25,15.0,9.0
419,420,14636,1479041412,973,1479041420.0,41.19420845,-8.5767893,197.5,208.9,6.25,16.0,9.0
420,421,14636,1479041413,963,1479041421.0,41.19416027,-8.57689326,197.6,215.5,6.75,16.0,9.0
421,422,14636,1479041414,954,1479041422.0,41.19408477,-8.57694266,197.3,214.4,7.25,17.0,9.0
422,423,14636,1479041415,962,1479041423.0,41.19403902,-8.57720003,196.7,227.2,9.0,17.0,9.0
423,424,14636,1479041416,962,1479041424.0,41.19401408,-8.57748766,195.2,235.8,10.5,15.0,10.0
424,425,14636,1479041417,988,1479041425.0,41.19395151,-8.57756618,195.4,234.1,10.25,15.0,10.0
425,426,14636,1479041418,27,1479041425.0,41.1939515,-8.5775662,195.4,234.0,10.25,15.0,-1.0
426,427,14636,1479041419,55,1479041426.0,41.19391595,-8.57764043,195.4,234.7,9.75,15.0,10.0
427,428,14636,1479041419,972,1479041427.0,41.19387999,-8.57770377,194.9,236.0,9.0,14.0,10.0
428,429,14636,1479041420,7,1479041427.0,41.19388,-8.5777038,194.9,236.0,9.0,14.0,-1.0
429,430,14636,1479041421,40,1479041428.0,41.19383756,-8.57772881,195.8,233.5,8.25,14.0,10.0
430,431,14636,1479041421,958,1479041429.0,41.19383878,-8.5776645,196.4,234.8,5.75,14.0,10.0
431,432,14636,1479041422,981,1479041430.0,41.19389783,-8.57764325,197.4,255.7,3.5,14.0,10.0
432,433,14636,1479041423,4,1479041430.0,41.1938978,-8.5776432,197.4,255.0,3.5,14.0,-1.0
433,434,14636,1479041424,492,1479041431.0,41.19390028,-8.57765605,198.2,264.4,2.75,13.0,10.0
434,435,14636,1479041425,19,1479041432.0,41.1939011,-8.5776177,199.6,276.0,1.0,11.0,-1.0
435,436,14636,1479041426,61,1479041433.0,41.19388611,-8.57761791,198.7,279.3,0.75,11.0,9.0
