,gpstime,latitude,longitude,altitude,speed,heading,hpdop,vdop,pdop
2649,1518259848.0,41.240908033,-8.562204583,114.2,11.987,178.60,2.2,2.8,3.6
2650,1518259849.0,41.240800167,-8.56220435,114.7,11.987,178.80,2.2,2.8,3.6
2651,1518259850.0,41.240692433,-8.56220405,115.2,11.987,179.10,2.2,2.8,3.6
2652,1518259851.0,41.24058465,-8.562205517,115.6,11.987,180.40,2.2,2.8,3.6
2653,1518259852.0,41.240477,-8.56221555,115.9,12.089,185.30,2.2,2.8,3.6
2654,1518259853.0,41.240370867,-8.56224085,116.1,12.089,192.20,2.2,2.8,3.6
2655,1518259854.0,41.240267483,-8.562283267,116.1,12.089,199.40,2.3,3.5,4.2
2656,1518259855.0,41.2401684,-8.56234075,116.2,12.038,205.70,2.3,3.5,4.2
2657,1518259856.0,41.240075383,-8.562412717,116.2,11.987,212.10,2.3,3.5,4.2
2658,1518259857.0,41.239988983,-8.562498517,116.1,12.038,219.10,2.3,3.5,4.2
2659,1518259858.0,41.239910867,-8.562597933,115.9,12.089,226.10,2.3,3.5,4.2
2660,1518259859.0,41.23983995,-8.562707583,115.7,12.141,231.30,2.3,3.5,4.2
2661,1518259860.0,41.23977185,-8.562822683,115.4,12.141,232.90,2.3,3.5,4.2
2662,1518259861.0,41.239706383,-8.5629394,115.0,12.089,233.70,2.3,3.5,4.2
2663,1518259862.0,41.239644183,-8.563059217,114.5,12.141,235.80,2.3,3.5,4.2
2664,1518259863.0,41.239583567,-8.563178667,113.8,12.141,238.80,0.9,?,?
2665,1518259864.0,41.239526917,-8.5632992,112.8,12.141,241.90,0.9,?,?
2666,1518259865.0,41.23948405,-8.563431483,111.7,12.244,246.00,0.9,?,?
2667,1518259866.0,41.239445583,-8.563564917,110.4,12.192,250.00,0.9,?,?
2668,1518259867.0,41.2394091,-8.563698683,109.9,12.089,252.60,1.0,?,?
2669,1518259868.0,41.2393752,-8.563832417,108.2,12.244,255.00,1.1,?,?
2670,1518259869.0,41.239338317,-8.56396635,107.1,12.192,253.50,1.2,?,?
2671,1518259870.0,41.2393105,-8.5641019,105.9,11.884,255.00,1.2,?,?
2672,1518259871.0,41.239290483,-8.564238167,103.9,11.626,258.40,1.7,?,?
2673,1518259872.0,41.239282917,-8.56438675,101.5,12.038,263.90,1.7,?,?
2674,1518259873.0,41.239254283,-8.564536783,102.2,12.501,259.40,1.7,?,?
2675,1518259874.0,41.23920735,-8.564731383,108.5,12.964,254.30,1.7,?,?
2676,1518259875.0,41.23917465,-8.56486975,108.6,12.347,251.20,1.9,?,?
2677,1518259876.0,41.239130817,-8.565038683,111.1,12.038,249.10,1.2,?,?
2678,1518259877.0,41.239094083,-8.565173483,110.5,11.832,246.90,1.1,?,?
2679,1518259878.0,41.239052967,-8.565307017,110.5,11.832,245.50,1.1,?,?
2680,1518259879.0,41.239007917,-8.5654263,110.3,11.935,246.20,1.0,?,?
2681,1518259880.0,41.238950433,-8.565525833,109.7,11.266,245.90,1.0,?,?
2682,1518259881.0,41.238916917,-8.56562275,109.9,10.032,247.90,1.0,?,?
2683,1518259882.0,41.238883867,-8.565707683,109.8,8.334,246.40,1.0,?,?
2684,1518259883.0,41.238862783,-8.56577295,108.9,5.607,244.60,1.0,?,?
2685,1518259884.0,41.238836867,-8.5658064,108.3,3.910,210.50,0.9,?,?
2686,1518259885.0,41.23881295,-8.5657941,106.5,3.704,154.60,0.9,?,?
2687,1518259886.0,41.2387987,-8.565768,105.0,3.447,114.30,1.0,?,?
2688,1518259887.0,41.238798783,-8.565756367,104.1,0.772,83.40,1.1,?,?
2689,1518259888.0,41.238800717,-8.56575585,104.2,0.823,316.90,2.2,2.8,3.6
2690,1518259889.0,41.238809883,-8.565766783,104.5,1.852,335.60,2.2,2.8,3.6
2691,1518259890.0,41.2388171,-8.5657771,104.8,1.235,316.90,2.2,2.8,3.6
2692,1518259891.0,41.238819083,-8.565783283,105.0,0.000,354.50,2.2,2.8,3.6
2693,1518259892.0,41.23881755,-8.565762167,105.2,2.829,101.30,1.1,?,?
2694,1518259893.0,41.238827633,-8.565714767,105.4,4.681,82.50,1.1,?,?
2695,1518259894.0,41.2388515,-8.565659617,105.3,4.836,61.00,1.1,?,?
2696,1518259895.0,41.238879517,-8.565603,104.7,6.276,58.00,1.1,?,?
2697,1518259896.0,41.238911083,-8.565522517,104.7,8.746,60.50,1.1,?,?
2698,1518259897.0,41.238951717,-8.565411617,104.3,11.318,62.60,1.1,?,?
2699,1518259898.0,41.239000483,-8.565286833,104.7,12.038,63.60,1.2,?,?
2700,1518259899.0,41.239048233,-8.565162233,104.7,11.884,64.10,1.2,?,?
2701,1518259900.0,41.239093633,-8.565034733,105.1,11.935,65.90,1.2,?,?
2702,1518259901.0,41.23912995,-8.564905533,105.6,11.832,68.60,1.3,?,?
2703,1518259902.0,41.23916575,-8.564776617,106.1,11.935,70.50,1.3,?,?
2704,1518259903.0,41.239205033,-8.5646452,106.6,12.038,71.60,1.3,?,?
2705,1518259904.0,41.23923885,-8.56449995,106.4,11.832,73.00,1.3,?,?
2706,1518259905.0,41.239269083,-8.5643674,106.5,11.575,73.70,1.4,?,?
2707,1518259906.0,41.239297767,-8.564237383,107.3,11.318,74.30,3.7,2.1,4.3
2708,1518259907.0,41.2393248,-8.56411305,108.8,11.061,74.80,3.1,?,?
2709,1518259908.0,41.239200667,-8.563951133,114.6,13.376,113.00,3.1,?,?
2710,1518259916.0,41.23917675,-8.563810283,114.0,?,?,3.1,?,?
2711,1518259917.0,41.23965575,-8.562814317,117.0,12.089,52.40,2.2,2.8,3.6
2712,1518259918.0,41.23975635,-8.56270035,117.5,12.089,50.30,2.2,2.8,3.6
2713,1518259919.0,41.2398364,-8.562594133,117.6,12.089,48.00,2.2,2.8,3.6
2714,1518259920.0,41.239917733,-8.562493883,117.7,12.089,43.70,2.2,2.8,3.6
2715,1518259921.0,41.240005433,-8.562404517,117.7,12.089,37.30,2.2,2.8,3.6
2716,1518259922.0,41.240099983,-8.562327733,117.7,12.141,30.40,2.2,2.8,3.6
2717,1518259923.0,41.24020055,-8.562265933,117.6,12.192,22.90,2.2,2.8,3.6
2718,1518259924.0,41.240308783,-8.562217417,117.0,12.192,16.30,1.1,?,?
2719,1518259925.0,41.240422667,-8.562182983,116.2,12.192,9.90,0.9,?,?
2720,1518259926.0,41.2405334,-8.562165067,115.4,12.089,3.70,0.8,?,?
2721,1518259927.0,41.240643267,-8.56215765,114.7,12.141,0.20,0.9,?,?
2722,1518259928.0,41.240755117,-8.562165117,114.2,12.192,358.30,0.8,?,?
2723,1518259929.0,41.24086275,-8.562176467,113.8,12.192,358.50,2.2,2.8,3.6
2724,1518259930.0,41.2409719,-8.562184583,113.4,12.192,358.70,2.2,2.8,3.6
2725,1518259931.0,41.241081267,-8.562190533,112.9,12.141,359.10,2.2,2.8,3.6
2726,1518259932.0,41.241190817,-8.562195067,112.3,12.089,359.20,2.2,2.8,3.6
2727,1518259933.0,41.241300233,-8.562200383,111.8,11.987,358.60,2.2,2.8,3.6
2728,1518259934.0,41.2414118,-8.562200417,111.2,12.141,358.60,0.8,?,?
2729,1518259935.0,41.2415199,-8.562211433,110.7,12.089,355.80,2.3,3.4,4.1
2730,1518259936.0,41.241627433,-8.56222955,110.3,12.089,353.00,2.3,3.4,4.1
2731,1518259937.0,41.241734367,-8.562252783,109.9,12.038,350.10,2.3,3.4,4.1
2732,1518259938.0,41.24184105,-8.562281917,109.6,11.987,347.40,2.3,3.4,4.1
2733,1518259939.0,41.2419461,-8.562317733,109.2,11.935,344.30,2.3,3.4,4.1
2734,1518259940.0,41.242049,-8.562354483,108.5,11.626,344.60,2.3,3.4,4.1
2735,1518259941.0,41.242145533,-8.562385233,108.0,10.546,346.80,2.3,3.4,4.1
2736,1518259942.0,41.242231383,-8.56241015,107.7,9.157,349.60,2.3,3.4,4.1
2737,1518259943.0,41.242308617,-8.562403917,107.3,8.488,11.40,2.3,3.4,4.1
2738,1518259944.0,41.242377583,-8.56235795,107.3,8.746,36.20,2.3,3.4,4.1
2739,1518259945.0,41.242442067,-8.562290283,107.2,9.414,42.70,2.3,3.4,4.1
2740,1518259946.0,41.24251615,-8.5622307,107.3,9.466,28.70,2.2,2.8,3.6
2741,1518259947.0,41.242592783,-8.5621816,107.3,9.569,23.30,2.2,2.8,3.6
2742,1518259948.0,41.242660567,-8.562119467,107.2,9.260,38.60,2.2,2.8,3.6
2743,1518259949.0,41.2427088,-8.562031967,107.2,9.414,62.20,2.2,2.8,3.6
2744,1518259950.0,41.242734267,-8.5619229,107.1,10.032,79.50,2.2,2.8,3.6
2745,1518259951.0,41.242754467,-8.561802383,106.7,10.752,79.40,2.2,2.8,3.6
2746,1518259952.0,41.242777933,-8.56167135,106.4,11.575,77.70,1.1,?,?
2747,1518259953.0,41.242807917,-8.561530717,106.0,12.295,77.20,1.1,?,?
2748,1518259954.0,41.242838817,-8.561387517,105.1,12.450,77.30,1.1,?,?
2749,1518259955.0,41.2428691,-8.561244567,104.3,12.295,77.20,1.1,?,?
2750,1518259956.0,41.2428983,-8.561102117,103.3,12.295,77.20,1.1,?,?
2751,1518259957.0,41.242928683,-8.56096015,102.5,12.295,76.90,1.1,?,?
2752,1518259958.0,41.24296355,-8.560819117,101.4,12.244,76.80,1.1,?,?
2753,1518259959.0,41.242990633,-8.560675867,100.5,12.295,77.60,1.1,?,?
2754,1518259960.0,41.24301995,-8.5605344,99.5,12.295,77.50,1.1,?,?
2755,1518259961.0,41.2430482,-8.560392117,98.7,12.347,77.40,1.1,?,?
2756,1518259962.0,41.2430754,-8.560249817,97.8,12.347,77.30,1.2,?,?
2757,1518259963.0,41.243102483,-8.56010725,97.0,12.295,77.10,1.2,?,?
2758,1518259964.0,41.243129683,-8.55996415,96.2,12.347,76.80,1.2,?,?
2759,1518259965.0,41.2431565,-8.559818983,95.5,12.398,77.00,1.2,?,?
2760,1518259966.0,41.243182383,-8.55967445,94.8,12.347,77.30,1.2,?,?
2761,1518259967.0,41.24320795,-8.559529583,94.2,12.347,77.20,1.2,?,?
2762,1518259968.0,41.243233717,-8.559386633,93.5,12.295,77.10,1.2,?,?
2763,1518259969.0,41.243258717,-8.559243333,92.8,12.398,77.50,1.2,?,?
2764,1518259970.0,41.243283933,-8.559101167,92.6,12.141,76.90,1.2,?,?
2765,1518259971.0,41.2433084,-8.558962517,92.9,11.678,76.70,1.2,?,?
2766,1518259972.0,41.243331383,-8.558829417,93.5,11.318,76.50,1.2,?,?
2767,1518259973.0,41.2433498,-8.558698483,94.0,11.266,76.90,1.2,?,?
2768,1518259974.0,41.243369633,-8.55856545,94.6,11.472,77.10,1.2,?,?
2769,1518259975.0,41.243390917,-8.5584299,95.3,11.626,77.40,1.1,?,?
2770,1518259976.0,41.24341285,-8.5582926,96.0,11.832,77.30,1.1,?,?
2771,1518259977.0,41.24343575,-8.55815495,96.7,11.832,77.10,1.1,?,?
