n	Session	gps.seconds.Unix	gps.millis	gps.gpstime	gps.lat	gps.lon	gps.alt	gps.track	gps.speed.M-S	gps.epx	gps.nsats
105	4606	1411812332	179	1411812332	41.1781234741211	-8.598388671875	181			9	9
106	4606	1411812333	136	1411812333	41.1781234741211	-8.59838962554932	181			9	9
107	4606	1411812334	141	1411812334	41.1781234741211	-8.59838962554932	181			9	9
108	4606	1411812335	166	1411812335	41.1781234741211	-8.59839057922363	181			9	9
109	4606	1411812336	149	1411812336	41.1781234741211	-8.59839057922363	181			9	9
110	4606	1411812337	155	1411812337	41.1781196594238	-8.59839153289795	181			9	9
111	4606	1411812338	167	1411812338	41.1781196594238	-8.59839153289795	182			9	9
112	4606	1411812339	148	1411812339	41.1781196594238	-8.59839248657227	182			9	9
113	4606	1411812340	149	1411812340	41.1781196594238	-8.59839248657227	182			9	9
114	4606	1411812341	113	1411812341	41.1781196594238	-8.59839344024658	182			9	9
115	4606	1411812342	149	1411812342	41.1781196594238	-8.59839344024658	182			9	9
116	4606	1411812343	158	1411812343	41.1781196594238	-8.5983943939209	183			9	9
117	4606	1411812344	148	1411812344	41.1781196594238	-8.5983943939209	183			9	9
118	4606	1411812345	156	1411812345	41.1781196594238	-8.59839534759521	183			9	9
119	4606	1411812346	159	1411812346	41.1781196594238	-8.59839630126953	183			9	9
120	4606	1411812347	131	1411812347	41.1781158447266	-8.59839725494385	184			9	9
121	4606	1411812348	123	1411812348	41.1781158447266	-8.59839725494385	184			9	9
122	4606	1411812349	99	1411812349	41.1781158447266	-8.59839820861816	184			9	9
123	4606	1411812350	129	1411812350	41.1781158447266	-8.59839820861816	184			9	9
124	4606	1411812351	149	1411812351	41.1781158447266	-8.59839820861816	184			9	9
125	4606	1411812352	149	1411812352	41.1781158447266	-8.59839820861816	184			9	9
126	4606	1411812353	169	1411812353	41.1781158447266	-8.59839820861816	184			9	9
127	4606	1411812354	99	1411812354	41.1781158447266	-8.59839820861816	184			9	9
128	4606	1411812355	149	1411812355	41.1781158447266	-8.59839820861816	184			9	9
129	4606	1411812356	150	1411812356	41.1781158447266	-8.59839820861816	184			9	9
130	4606	1411812357	161	1411812357	41.1781158447266	-8.59839820861816	184			9	9
131	4606	1411812358	99	1411812358	41.1781158447266	-8.59839820861816	184			9	9
132	4606	1411812359	145	1411812359	41.1781158447266	-8.59839820861816	184			9	9
133	4606	1411812360	99	1411812360	41.1781158447266	-8.59839820861816	184			9	9
134	4606	1411812361	134	1411812361	41.1781158447266	-8.59839820861816	184			9	9
135	4606	1411812362	149	1411812362	41.1781158447266	-8.59839820861816	184			9	9
136	4606	1411812363	149	1411812363	41.1781158447266	-8.59839820861816	184			9	9
137	4606	1411812364	184	1411812364	41.1781158447266	-8.59839820861816	184			3	9
138	4606	1411812365	152	1411812365	41.1781158447266	-8.59839820861816	184			3	8
139	4606	1411812366	149	1411812366	41.1781158447266	-8.59839820861816	184			3	8
140	4606	1411812367	135	1411812367	41.1781158447266	-8.59839820861816	184			3	8
141	4606	1411812368	132	1411812368	41.1781158447266	-8.59839820861816	184			3	8
142	4606	1411812369	153	1411812369	41.1781158447266	-8.59839820861816	184			3	8
143	4606	1411812370	161	1411812370	41.1781158447266	-8.59839820861816	184			3	8
144	4606	1411812371	121	1411812371	41.1781158447266	-8.59839725494385	184			3	9
145	4606	1411812372	99	1411812372	41.1781158447266	-8.59839820861816	184			3	9
146	4606	1411812373	120	1411812373	41.1781158447266	-8.59839820861816	184			3	9
147	4606	1411812374	185	1411812374	41.1781158447266	-8.59839820861816	184			3	9
148	4606	1411812375	179	1411812375	41.1781158447266	-8.59839916229248	185			3	9
149	4606	1411812376	144	1411812376	41.1781158447266	-8.59839916229248	185			3	9
150	4606	1411812377	153	1411812377	41.1781158447266	-8.59839916229248	185			3	10
151	4606	1411812378	149	1411812378	41.1781158447266	-8.59839916229248	185			3	10
152	4606	1411812379	140	1411812379	41.1781158447266	-8.59839916229248	185			4	10
153	4606	1411812380	129	1411812380	41.1781158447266	-8.5984001159668	185			3	9
154	4606	1411812381	117	1411812381	41.1781158447266	-8.5984001159668	185			4	9
155	4606	1411812382	98	1411812382	41.1781158447266	-8.5984001159668	185			4	9
156	4606	1411812383	130	1411812383	41.1781158447266	-8.59840106964111	185			3	9
157	4606	1411812384	133	1411812384	41.1781158447266	-8.59840106964111	185			3	9
158	4606	1411812385	139	1411812385	41.1781158447266	-8.59840106964111	185			3	9
159	4606	1411812386	132	1411812386	41.1781158447266	-8.59840106964111	185			4	9
160	4606	1411812387	147	1411812387	41.1781158447266	-8.59840106964111	185			4	8
161	4606	1411812388	157	1411812388	41.1781158447266	-8.59840106964111	185			4	8
162	4606	1411812389	141	1411812389	41.1781158447266	-8.59840106964111	185			4	8
163	4606	1411812390	148	1411812390	41.1781158447266	-8.59840106964111	185			4	8
164	4606	1411812391	98	1411812391	41.1781158447266	-8.59840106964111	185			4	8
165	4606	1411812392	149	1411812392	41.1781158447266	-8.59840106964111	185			4	8
166	4606	1411812393	120	1411812393	41.1781158447266	-8.59840106964111	185			4	8
167	4606	1411812394	152	1411812394	41.1781158447266	-8.59840106964111	185			4	7
168	4606	1411812395	150	1411812395	41.1781158447266	-8.59840106964111	185			4	7
169	4606	1411812396	152	1411812396	41.1781158447266	-8.59840106964111	185			4	8
170	4606	1411812397	148	1411812397	41.1781158447266	-8.59840106964111	185			3	8
171	4606	1411812398	147	1411812398	41.1781158447266	-8.59840106964111	185			3	8
172	4606	1411812399	157	1411812399	41.1781158447266	-8.59840106964111	185			4	8
173	4606	1411812400	152	1411812400	41.1781158447266	-8.59840106964111	185			4	9
174	4606	1411812401	166	1411812401	41.1781158447266	-8.59840106964111	185			3	9
175	4606	1411812402	171	1411812402	41.1781158447266	-8.59840106964111	185			3	9
176	4606	1411812403	148	1411812403	41.1781158447266	-8.59840106964111	185			3	9
177	4606	1411812404	128	1411812404	41.1781158447266	-8.59840106964111	185			3	8
178	4606	1411812405	153	1411812405	41.1781158447266	-8.59840106964111	185			3	8
179	4606	1411812406	101	1411812406	41.1781158447266	-8.59840106964111	185			3	9
180	4606	1411812407	142	1411812407	41.1781158447266	-8.59840106964111	185			3	10
181	4606	1411812408	165	1411812408	41.1781158447266	-8.59840106964111	185			3	9
182	4606	1411812409	142	1411812409	41.1781158447266	-8.59840106964111	185			3	9
183	4606	1411812410	142	1411812410	41.1781158447266	-8.59840106964111	185			3	10
184	4606	1411812411	100	1411812411	41.1781158447266	-8.59840106964111	185			4	10
185	4606	1411812412	151	1411812412	41.1781158447266	-8.59840106964111	185			4	9
186	4606	1411812413	149	1411812413	41.1781158447266	-8.59840106964111	185			4	9
187	4606	1411812414	160	1411812414	41.1781158447266	-8.59840106964111	185			4	10
188	4606	1411812415	169	1411812415	41.1781158447266	-8.5984001159668	185			4	10
189	4606	1411812416	160	1411812416	41.1781158447266	-8.5984001159668	185			4	10
190	4606	1411812417	132	1411812417	41.1781158447266	-8.5984001159668	185			4	10
191	4606	1411812418	103	1411812418	41.1781158447266	-8.5984001159668	185			4	10
192	4606	1411812419	147	1411812419	41.1781158447266	-8.5984001159668	185			4	10
193	4606	1411812420	100	1411812420	41.1781158447266	-8.5984001159668	185			4	10
194	4606	1411812421	138	1411812421	41.1781158447266	-8.5984001159668	185			4	9
195	4606	1411812422	156	1411812422	41.1781158447266	-8.5984001159668	185			4	9
196	4606	1411812423	158	1411812423	41.1781158447266	-8.5984001159668	185			4	9
197	4606	1411812424	168	1411812424	41.1781158447266	-8.59840106964111	185			4	9
198	4606	1411812425	99	1411812425	41.1781158447266	-8.59840106964111	185			4	9
199	4606	1411812426	165	1411812426	41.1781158447266	-8.59840106964111	185			4	9
200	4606	1411812427	166	1411812427	41.1781158447266	-8.59840106964111	185			4	9
201	4606	1411812428	149	1411812428	41.1781158447266	-8.59840106964111	185			4	9
202	4606	1411812429	158	1411812429	41.1781158447266	-8.59840106964111	185			4	9
203	4606	1411812430	176	1411812430	41.1781158447266	-8.59840106964111	185			4	8
204	4606	1411812431	153	1411812431	41.1781158447266	-8.59840106964111	185			4	8
205	4606	1411812432	161	1411812432	41.1781158447266	-8.59840106964111	185			4	8
206	4606	1411812433	158	1411812433	41.1781158447266	-8.59840106964111	185			4	8
207	4606	1411812434	143	1411812434	41.1781158447266	-8.59840106964111	185			4	8
208	4606	1411812435	127	1411812435	41.1781158447266	-8.59840106964111	185			4	8
209	4606	1411812436	149	1411812436	41.1781311035156	-8.59839534759521	181	82.6	0.25	4	9
210	4606	1411812437	162	1411812437	41.1781158447266	-8.59840202331543	181	200	1.25	4	9
211	4606	1411812438	170	1411812438	41.1781044006348	-8.59839820861816	179	199.3	1.75	4	9
212	4606	1411812439	141	1411812439	41.1780776977539	-8.5984058380127	179	199.5	2	3	9
213	4606	1411812440	149	1411812440	41.1780548095703	-8.59841728210449	179	200.7	2.25	4	10
214	4606	1411812441	133	1411812441	41.1780281066895	-8.59842681884766	179	200	2.5	4	10
215	4606	1411812442	159	1411812442	41.1780090332031	-8.59843921661377	180	199.8	2.75	4	10
216	4606	1411812443	163	1411812443	41.1779823303223	-8.59845352172852	179	201	2.75	4	9
217	4606	1411812444	132	1411812444	41.1779518127441	-8.59847068786621	180	200	3	3	8
218	4606	1411812445	142	1411812445	41.1779251098633	-8.59848403930664	180	199.6	3.25	3	9
219	4606	1411812446	105	1411812446	41.1778945922852	-8.59849834442139	179	201.2	3.25	3	10
220	4606	1411812447	148	1411812447	41.1778678894043	-8.5985107421875	180	200.6	3.25	3	10
221	4606	1411812448	141	1411812448	41.1778411865234	-8.59852409362793	179	201.2	3.25	3	10
222	4606	1411812449	168	1411812449	41.1778106689453	-8.59853649139404	179	200.7	3.25	3	10
