n	Session	gps.seconds.Unix	gps.millis	gps.gpstime	gps.lat	gps.lon	gps.alt	gps.track	gps.speed.M-S	gps.epx	gps.nsats
780	4607	1411812900	484	1411812900	41.1693992614746	-8.5973482131958	195.5			3	11
781	4607	1411812901	625	1411812901	41.1693992614746	-8.5973482131958	195.5			3	11
782	4607	1411812902	573	1411812902	41.1693992614746	-8.5973482131958	195.5			3	11
783	4607	1411812903	591	1411812903	41.1693992614746	-8.5973482131958	195.5			3	11
784	4607	1411812904	701	1411812904	41.1693992614746	-8.5973482131958	195.5			3	11
785	4607	1411812905	515	1411812905	41.1693992614746	-8.5973482131958	195.5			3	11
786	4607	1411812906	727	1411812906	41.1693992614746	-8.5973482131958	195.5			3	11
787	4607	1411812907	472	1411812907	41.1693992614746	-8.5973482131958	195.5			3	11
788	4607	1411812908	683	1411812908	41.1693992614746	-8.5973482131958	195.5			3	11
789	4607	1411812909	479	1411812909	41.1693992614746	-8.5973482131958	195.5			3	11
790	4607	1411812910	635	1411812910	41.1693992614746	-8.5973482131958	195.5			3	11
791	4607	1411812911	629	1411812911	41.1693992614746	-8.5973482131958	195.5			3	11
792	4607	1411812912	568	1411812912	41.1693992614746	-8.5973482131958	195.5			3	11
793	4607	1411812913	744	1411812913	41.1693992614746	-8.5973482131958	195.5			3	11
794	4607	1411812914	527	1411812914	41.1693992614746	-8.5973482131958	195.5			3	11
795	4607	1411812915	739	1411812915	41.1693992614746	-8.5973482131958	195.5			3	11
796	4607	1411812916	410	1411812916	41.1693992614746	-8.5973482131958	195.399993896484			3	11
797	4607	1411812917	681	1411812917	41.1693992614746	-8.5973482131958	195.399993896484			3	11
798	4607	1411812918	595	1411812918	41.1693992614746	-8.5973482131958	195.5			4	11
799	4607	1411812919	537	1411812919	41.1693992614746	-8.5973482131958	195.5			3	10
800	4607	1411812920	679	1411812920	41.1693992614746	-8.5973482131958	195.5			3	10
801	4607	1411812921	448	1411812921	41.1693992614746	-8.5973482131958	195.399993896484			3	10
802	4607	1411812922	647	1411812922	41.1693992614746	-8.5973482131958	195.399993896484			4	10
803	4607	1411812923	469	1411812923	41.1693992614746	-8.5973482131958	195.399993896484			3	10
804	4607	1411812924	683	1411812924	41.1693992614746	-8.5973482131958	195.399993896484			3	10
805	4607	1411812925	478	1411812925	41.1693992614746	-8.5973482131958	195.399993896484			4	10
806	4607	1411812926	579	1411812926	41.1693992614746	-8.5973482131958	195.399993896484			3	10
807	4607	1411812927	660	1411812927	41.1693992614746	-8.5973482131958	195.399993896484			3	10
808	4607	1411812928	574	1411812928	41.1693992614746	-8.5973482131958	195.399993896484			3	10
809	4607	1411812929	756	1411812929	41.1693992614746	-8.5973482131958	195.399993896484			3	10
810	4607	1411812930	483	1411812930	41.1693992614746	-8.59734725952148	195.399993896484			4	10
811	4607	1411812931	649	1411812931	41.1693992614746	-8.59734725952148	195.399993896484			3	10
812	4607	1411812932	477	1411812932	41.1693992614746	-8.59734725952148	195.399993896484			3	10
813	4607	1411812933	656	1411812933	41.1693992614746	-8.59734725952148	195.399993896484			3	10
814	4607	1411812934	592	1411812934	41.1693992614746	-8.59734725952148	195.399993896484			3	10
815	4607	1411812935	601	1411812935	41.1693992614746	-8.59734725952148	195.399993896484			4	9
816	4607	1411812936	706	1411812936	41.1693992614746	-8.59734725952148	195.399993896484			3	9
817	4607	1411812937	529	1411812937	41.1693992614746	-8.59734725952148	195.399993896484			3	9
818	4607	1411812938	732	1411812938	41.1693992614746	-8.59734725952148	195.399993896484			3	9
819	4607	1411812939	411	1411812939	41.1693992614746	-8.59734725952148	195.399993896484			3	9
820	4607	1411812940	724	1411812940	41.1693992614746	-8.59734725952148	195.399993896484			4	9
821	4607	1411812941	495	1411812941	41.1693992614746	-8.59734725952148	195.399993896484			3	9
822	4607	1411812942	603	1411812942	41.1693992614746	-8.59734725952148	195.399993896484			3	9
823	4607	1411812943	723	1411812943	41.1693992614746	-8.59734725952148	195.399993896484			3	9
824	4607	1411812944	591	1411812944	41.1693992614746	-8.59734725952148	195.399993896484			3	9
825	4607	1411812945	695	1411812945	41.1693992614746	-8.59734725952148	195.399993896484			3	9
826	4607	1411812946	529	1411812946	41.1693992614746	-8.59734725952148	195.399993896484			3	9
