gpstime	latitude	longitude	altitude	speed	heading	hpdop	vdop	pdop
1457870554.00	41.173656717	-8.603431283	116.5	5.144	87.80	1.4	?	?
1457870555.00	41.173655517	-8.603366883	116.7	4.939	87.80	1.4	?	?
1457870556.00	41.173655383	-8.603303983	116.4	4.887	87.50	1.4	?	?
1457870557.00	41.173654533	-8.603241517	116.0	4.733	88.10	1.4	?	?
1457870558.00	41.173653800	-8.603182167	115.7	4.630	88.80	2.0	?	?
1457870559.00	41.173654733	-8.603124983	115.7	4.424	88.80	2.0	?	?
1457870560.00	41.173654133	-8.603071317	115.4	4.218	90.00	2.0	?	?
1457870561.00	41.173655100	-8.603020833	115.4	3.961	89.20	2.0	?	?
1457870562.00	41.173659950	-8.602979850	115.8	3.344	88.20	2.0	?	?
1457870563.00	41.173666583	-8.602948917	116.2	2.521	87.70	2.0	?	?
1457870564.00	41.173670483	-8.602923150	116.4	2.161	87.80	2.0	?	?
1457870565.00	41.173672083	-8.602898517	116.7	1.955	88.80	1.3	?	?
1457870566.00	41.173672717	-8.602877350	117.0	1.389	90.70	1.3	?	?
1457870567.00	41.173674300	-8.602872150	117.2	0.103	241.30	1.3	?	?
1457870568.00	41.173675533	-8.602870733	117.7	0.309	304.90	1.3	?	?
1457870569.00	41.173677250	-8.602871317	118.1	0.206	288.20	1.3	?	?
1457870570.00	41.173679067	-8.602872817	118.2	0.154	286.30	1.3	?	?
1457870571.00	41.173678533	-8.602872500	118.2	0.051	0.00	1.3	?	?
1457870572.00	41.173677283	-8.602870083	118.0	0.257	75.30	1.3	?	?
1457870573.00	41.173675000	-8.602856867	117.9	1.338	82.30	1.3	?	?
1457870574.00	41.173674700	-8.602829633	117.9	2.624	85.40	1.3	?	?
1457870575.00	41.173678783	-8.602797383	118.2	3.190	88.50	1.3	?	?
1457870576.00	41.173678750	-8.602755717	118.2	3.704	89.30	1.3	?	?
1457870577.00	41.173678967	-8.602707500	118.0	4.270	87.30	1.3	?	?
1457870578.00	41.173678417	-8.602654650	117.7	4.579	89.30	1.9	?	?
1457870579.00	41.173678483	-8.602600233	117.6	4.579	88.40	1.3	?	?
1457870580.00	41.173678467	-8.602547600	117.6	4.373	88.00	1.3	?	?
1457870581.00	41.173678167	-8.602497133	117.5	4.167	88.60	1.3	?	?
1457870582.00	41.173676917	-8.602450050	117.2	3.807	89.50	1.3	?	?
1457870583.00	41.173669500	-8.602407950	116.3	3.395	92.60	1.4	?	?
1457870584.00	41.173658467	-8.602371050	115.9	2.932	102.10	1.4	?	?
1457870585.00	41.173661067	-8.602339483	116.3	2.984	92.00	1.3	?	?
1457870586.00	41.173666983	-8.602314217	116.6	1.646	81.40	1.3	?	?
1457870587.00	41.173669700	-8.602301717	117.1	0.154	308.10	1.4	?	?
1457870588.00	41.173670183	-8.602296717	117.6	0.257	340.90	1.4	?	?
1457870589.00	41.173678400	-8.602290917	117.8	1.440	24.50	1.4	?	?
1457870590.00	41.173692933	-8.602275200	117.6	2.469	29.40	1.4	?	?
1457870591.00	41.173710650	-8.602266267	117.8	2.109	15.20	1.4	?	?
1457870592.00	41.173724883	-8.602270017	117.9	1.492	354.00	1.4	?	?
1457870593.00	41.173750150	-8.602287417	117.8	2.778	332.00	1.4	?	?
1457870594.00	41.173770683	-8.602320783	118.5	4.218	312.10	1.2	?	?
1457870595.00	41.173779917	-8.602372533	117.7	5.093	292.40	1.2	?	?
1457870596.00	41.173774533	-8.602429583	117.1	5.196	272.40	1.2	?	?
1457870597.00	41.173767817	-8.602500317	116.8	6.122	264.10	1.2	?	?
1457870598.00	41.173762983	-8.602591167	116.7	7.562	265.50	1.2	?	?
1457870599.00	41.173758567	-8.602696017	116.8	8.848	267.10	1.3	?	?
1457870600.00	41.173752333	-8.602811900	117.0	9.980	266.70	1.2	?	?
1457870601.00	41.173746967	-8.602933467	116.7	10.443	266.80	1.2	?	?
1457870602.00	41.173743217	-8.603049033	116.6	10.443	266.90	1.2	?	?
1457870603.00	41.173738100	-8.603167350	116.7	10.186	266.90	1.2	?	?
1457870604.00	41.173733683	-8.603282033	116.5	9.517	267.20	1.2	?	?
1457870605.00	41.173729433	-8.603391083	116.3	8.848	267.40	1.2	?	?
1457870606.00	41.173726550	-8.603489117	116.1	7.974	267.40	1.2	?	?
1457870607.00	41.173724700	-8.603574083	116.0	6.791	268.30	1.2	?	?
1457870608.00	41.173724667	-8.603643117	116.0	5.505	271.20	1.2	?	?
1457870609.00	41.173732800	-8.603697650	116.0	4.527	288.90	1.2	?	?
1457870610.00	41.173755917	-8.603725983	116.2	4.064	320.00	1.2	?	?
1457870611.00	41.173792883	-8.603748000	115.3	4.887	348.20	1.2	?	?
1457870612.00	41.173840783	-8.603746433	115.0	6.019	5.40	1.3	?	?
1457870613.00	41.173902300	-8.603751650	114.1	7.768	359.30	1.2	?	?
1457870614.00	41.173976200	-8.603757733	112.8	9.054	357.60	1.2	?	?
1457870615.00	41.174063350	-8.603764150	111.3	10.083	357.50	1.1	?	?
1457870616.00	41.174150900	-8.603770167	110.3	9.826	358.10	1.1	?	?
1457870617.00	41.174246367	-8.603775367	109.7	10.443	357.40	1.2	?	?
1457870618.00	41.174350400	-8.603782617	109.3	11.163	356.90	1.2	?	?
1457870619.00	41.174449967	-8.603788667	108.9	11.061	357.60	1.2	?	?
1457870620.00	41.174546983	-8.603795583	108.5	10.906	357.30	1.2	?	?
1457870621.00	41.174642817	-8.603803333	108.4	10.546	357.20	1.2	?	?
1457870622.00	41.174735950	-8.603808117	108.0	10.340	358.60	1.2	?	?
1457870623.00	41.174833533	-8.603815033	108.2	10.546	357.10	1.1	?	?
1457870624.00	41.174926883	-8.603821767	108.4	10.546	356.90	1.1	?	?
1457870625.00	41.175023667	-8.603828683	108.5	10.700	356.90	1.1	?	?
1457870626.00	41.175122750	-8.603835383	108.5	10.958	357.40	1.1	?	?
1457870627.00	41.175221550	-8.603841183	108.5	11.163	357.20	1.1	?	?
1457870628.00	41.175320967	-8.603847183	108.2	11.061	357.60	1.1	?	?
1457870629.00	41.175422117	-8.603854000	108.1	11.061	357.40	1.1	?	?
1457870630.00	41.175518683	-8.603860033	108.1	10.958	357.60	1.1	?	?
1457870631.00	41.175618533	-8.603867100	108.2	10.906	357.60	1.1	?	?
1457870632.00	41.175715533	-8.603872567	108.2	10.855	357.70	1.1	?	?
1457870633.00	41.175810167	-8.603877417	108.0	10.546	357.90	1.1	?	?
1457870634.00	41.175903267	-8.603881750	107.9	10.237	358.10	1.4	?	?
1457870635.00	41.175989533	-8.603884600	107.7	9.414	359.00	1.4	?	?
1457870636.00	41.176062900	-8.603887533	107.5	7.974	359.10	1.4	?	?
1457870637.00	41.176127000	-8.603889850	107.5	6.688	358.50	1.4	?	?
1457870638.00	41.176180933	-8.603892000	107.4	5.505	358.20	1.4	?	?
1457870639.00	41.176225050	-8.603893933	107.4	4.270	359.50	1.1	?	?
1457870640.00	41.176261633	-8.603896250	107.6	3.344	0.20	1.1	?	?
1457870641.00	41.176286800	-8.603895817	107.7	2.058	7.30	1.1	?	?
1457870642.00	41.176301767	-8.603893333	107.9	0.926	15.30	1.1	?	?
1457870643.00	41.176304983	-8.603893767	108.1	0.051	290.60	1.1	?	?
1457870644.00	41.176306133	-8.603893850	108.3	0.051	190.60	1.1	?	?
1457870645.00	41.176307850	-8.603892850	108.7	0.000	253.00	1.1	?	?
1457870646.00	41.176307917	-8.603892933	109.0	0.000	221.20	1.1	?	?
1457870647.00	41.176308567	-8.603892850	109.4	0.051	345.60	1.1	?	?
1457870648.00	41.176309217	-8.603892367	109.7	0.051	3.30	1.1	?	?
1457870649.00	41.176310700	-8.603892033	109.7	0.154	11.20	1.1	?	?
1457870650.00	41.176316183	-8.603889617	110.0	0.617	12.50	1.1	?	?
1457870651.00	41.176327233	-8.603884133	110.2	1.183	18.90	1.1	?	?
1457870652.00	41.176345600	-8.603876050	110.2	2.212	16.80	1.1	?	?
1457870653.00	41.176372050	-8.603872917	110.3	3.138	358.20	1.1	?	?
1457870654.00	41.176404917	-8.603890850	110.2	4.373	328.00	1.1	?	?
1457870655.00	41.176411467	-8.603938467	110.3	4.681	280.60	1.1	?	?
1457870656.00	41.176384100	-8.603990983	109.8	5.710	233.50	1.1	?	?
1457870657.00	41.176342117	-8.604001100	110.0	5.453	185.40	1.1	?	?
1457870658.00	41.176304533	-8.603985500	109.8	4.939	158.70	1.2	?	?
1457870659.00	41.176262567	-8.603969833	109.4	5.042	164.60	1.3	?	?
1457870660.00	41.176210833	-8.603958733	108.3	6.533	175.00	1.2	?	?
1457870661.00	41.176148650	-8.603951200	107.7	7.768	179.00	1.2	?	?
1457870662.00	41.176067483	-8.603943833	107.2	10.340	177.40	1.2	?	?
1457870663.00	41.175962250	-8.603933067	106.9	12.810	177.30	1.1	?	?
1457870664.00	41.175840333	-8.603919700	107.4	14.302	177.20	1.1	?	?
1457870665.00	41.175717333	-8.603909983	107.6	13.839	177.80	1.1	?	?
1457870666.00	41.175591150	-8.603899933	108.3	14.302	177.40	1.1	?	?
1457870667.00	41.175460900	-8.603891000	109.5	15.073	177.10	1.1	?	?
1457870668.00	41.175323650	-8.603883633	110.3	15.845	177.30	1.1	?	?
1457870669.00	41.175180917	-8.603875967	111.2	16.308	177.60	1.1	?	?
1457870670.00	41.175035933	-8.603868117	111.9	16.308	177.70	1.1	?	?
1457870671.00	41.174893350	-8.603858817	112.5	15.845	177.00	1.1	?	?
1457870672.00	41.174754317	-8.603850400	112.9	15.330	177.30	1.1	?	?
1457870673.00	41.174619083	-8.603842333	113.2	14.867	177.50	1.1	?	?
1457870674.00	41.174489483	-8.603834783	113.6	14.199	177.50	1.1	?	?
1457870675.00	41.174364167	-8.603827667	113.9	13.787	177.40	1.1	?	?
1457870676.00	41.174242350	-8.603820350	114.5	13.376	177.40	1.1	?	?
1457870677.00	41.174130100	-8.603814667	114.8	12.038	177.40	1.1	?	?
1457870678.00	41.174033167	-8.603811350	115.0	10.032	178.30	1.1	?	?
1457870679.00	41.173951117	-8.603808233	115.2	8.334	177.40	1.1	?	?
1457870680.00	41.173884800	-8.603804317	115.4	6.585	177.00	1.1	?	?
1457870681.00	41.173834517	-8.603800417	115.5	4.784	176.70	1.1	?	?
1457870682.00	41.173799900	-8.603798850	115.3	3.138	176.50	1.1	?	?
1457870683.00	41.173780233	-8.603800100	115.1	1.286	179.30	1.2	?	?
1457870684.00	41.173773500	-8.603801100	114.8	0.257	178.00	1.2	?	?
1457870685.00	41.173770733	-8.603802667	114.6	0.051	176.50	1.2	?	?
1457870686.00	41.173771467	-8.603804983	114.4	0.257	342.50	1.2	?	?
1457870687.00	41.173772617	-8.603807233	114.1	0.154	337.50	1.2	?	?
1457870688.00	41.173773650	-8.603808950	113.8	0.154	329.60	1.2	?	?
1457870689.00	41.173772383	-8.603810317	113.6	0.360	178.50	1.2	?	?
1457870690.00	41.173755450	-8.603807583	113.5	2.778	168.30	1.2	?	?
1457870691.00	41.173724933	-8.603795000	113.6	4.321	161.60	1.2	?	?
1457870692.00	41.173691717	-8.603772150	113.3	4.527	147.20	1.2	?	?
1457870693.00	41.173664233	-8.603726483	113.5	5.299	121.40	1.2	?	?
1457870694.00	41.173650850	-8.603654500	113.7	7.048	95.70	1.2	?	?
1457870695.00	41.173653717	-8.603559800	114.0	8.900	85.10	1.4	?	?
1457870696.00	41.173660100	-8.603435967	114.6	11.112	84.50	1.4	?	?
1457870697.00	41.173666883	-8.603279233	115.9	13.427	86.30	1.4	?	?
1457870698.00	41.173674150	-8.603100917	117.2	15.382	86.90	1.4	?	?
1457870699.00	41.173682100	-8.602917433	118.4	15.228	87.20	1.4	?	?
1457870700.00	41.173688933	-8.602750067	119.2	13.581	87.00	1.4	?	?
1457870701.00	41.173695667	-8.602608967	120.0	11.009	86.90	2.2	?	?
1457870702.00	41.173703983	-8.602501767	120.8	7.768	86.50	2.1	?	?
1457870703.00	41.173703917	-8.602429083	120.9	4.784	93.10	2.1	?	?
1457870704.00	41.173697850	-8.602379517	120.8	3.550	99.30	2.1	?	?
1457870705.00	41.173703017	-8.602338517	121.0	3.395	73.50	2.1	?	?
1457870706.00	41.173722183	-8.602311800	120.7	2.727	35.10	2.2	?	?
1457870707.00	41.173738467	-8.602304267	120.6	1.749	358.90	2.1	?	?
1457870708.00	41.173740167	-8.602303733	119.9	0.514	340.30	2.1	?	?
1457870709.00	41.173738600	-8.602307133	119.3	0.206	215.90	1.3	?	?
1457870710.00	41.173734383	-8.602312217	118.7	0.257	203.10	1.3	?	?
1457870711.00	41.173729183	-8.602316050	118.5	0.103	191.60	1.3	?	?
1457870712.00	41.173725067	-8.602319867	118.6	0.000	321.50	1.3	?	?
1457870713.00	41.173724533	-8.602322100	118.6	0.360	352.80	1.3	?	?
1457870714.00	41.173738767	-8.602331833	118.6	2.624	331.60	1.3	?	?
1457870715.00	41.173763733	-8.602365150	118.8	4.990	309.00	1.3	?	?
1457870716.00	41.173774817	-8.602428883	118.1	6.636	291.40	1.1	?	?
1457870717.00	41.173768050	-8.602508583	118.0	7.357	269.60	1.2	?	?
1457870718.00	41.173759750	-8.602618050	118.2	9.414	264.30	1.1	?	?
1457870719.00	41.173752517	-8.602745850	118.4	11.421	266.50	1.2	?	?
1457870720.00	41.173750200	-8.602880717	118.2	12.192	267.40	1.2	?	?
1457870721.00	41.173746583	-8.603027250	117.8	12.964	267.20	1.2	?	?
1457870722.00	41.173739867	-8.603178867	117.9	12.964	267.10	1.2	?	?
1457870723.00	41.173734650	-8.603323667	117.9	11.987	267.60	1.2	?	?
1457870724.00	41.173730267	-8.603451250	117.8	10.186	267.70	1.2	?	?
1457870725.00	41.173728633	-8.603555800	117.4	8.128	268.20	1.2	?	?
1457870726.00	41.173727583	-8.603637500	117.4	6.328	269.50	1.2	?	?
1457870727.00	41.173736133	-8.603702567	117.2	5.144	287.00	1.2	?	?
1457870728.00	41.173763617	-8.603740400	117.7	4.990	320.80	1.2	?	?
1457870729.00	41.173812883	-8.603766250	117.6	6.122	349.50	1.2	?	?
1457870730.00	41.173875083	-8.603765500	117.9	7.665	2.10	1.2	?	?
1457870731.00	41.173953183	-8.603767417	118.3	9.311	0.70	1.2	?	?
1457870732.00	41.174040650	-8.603772533	117.7	10.443	358.10	1.3	?	?
1457870733.00	41.174150533	-8.603779500	116.8	12.295	357.50	1.1	?	?
1457870734.00	41.174278083	-8.603787567	116.0	14.147	356.80	1.2	?	?
1457870735.00	41.174418400	-8.603795033	115.3	15.588	357.60	1.2	?	?
1457870736.00	41.174559133	-8.603802600	114.3	15.639	358.10	1.2	?	?
1457870737.00	41.174701667	-8.603810283	114.0	15.639	357.70	1.2	?	?
1457870738.00	41.174843500	-8.603818467	113.7	15.485	357.40	1.2	?	?
1457870739.00	41.174984583	-8.603827067	113.7	15.536	357.20	1.2	?	?
1457870740.00	41.175125117	-8.603834583	113.6	15.639	357.60	1.2	?	?
1457870741.00	41.175265683	-8.603842450	113.6	15.691	357.50	1.1	?	?
1457870742.00	41.175407517	-8.603850533	113.7	15.639	357.50	1.1	?	?
1457870743.00	41.175546617	-8.603858833	113.7	15.485	357.40	1.2	?	?
1457870744.00	41.175683283	-8.603867350	113.7	15.125	357.30	1.2	?	?
1457870745.00	41.175814967	-8.603875200	113.6	14.456	357.80	1.2	?	?
1457870746.00	41.175935283	-8.603881017	113.5	13.015	358.80	1.2	?	?
1457870747.00	41.176043350	-8.603885567	113.4	11.626	358.50	1.2	?	?
1457870748.00	41.176138350	-8.603891067	113.3	10.083	358.40	1.1	?	?
1457870749.00	41.176219833	-8.603894683	113.3	8.385	359.10	1.1	?	?
1457870750.00	41.176288133	-8.603892000	113.3	6.688	4.60	1.2	?	?
1457870751.00	41.176342350	-8.603872733	113.3	5.402	23.10	1.2	?	?
1457870752.00	41.176383617	-8.603830533	113.5	5.453	49.60	1.2	?	?
1457870753.00	41.176413083	-8.603763367	113.7	6.739	68.10	1.5	?	?
1457870754.00	41.176438467	-8.603676883	113.9	7.974	73.50	1.4	?	?
1457870755.00	41.176463367	-8.603578567	114.1	8.951	72.90	1.4	?	?
1457870756.00	41.176490150	-8.603467900	113.8	9.774	72.60	1.4	?	?
1457870757.00	41.176519867	-8.603347100	113.3	10.495	70.80	1.4	?	?
1457870758.00	41.176553667	-8.603221600	112.8	11.163	68.40	1.4	?	?
1457870759.00	41.176590967	-8.603095067	112.3	11.472	66.60	1.4	?	?
1457870760.00	41.176633183	-8.602970683	111.8	11.626	64.20	1.5	?	?
1457870761.00	41.176682117	-8.602844133	111.4	11.935	61.30	1.5	?	?
1457870762.00	41.176732650	-8.602720333	110.6	12.141	60.00	1.5	?	?
1457870763.00	41.176778650	-8.602591267	109.7	12.141	64.40	1.4	?	?
1457870764.00	41.176818567	-8.602455283	110.0	12.244	72.60	1.4	?	?
1457870765.00	41.176839883	-8.602312500	110.1	12.141	82.30	1.4	?	?
1457870766.00	41.176837233	-8.602168250	110.0	12.089	94.70	1.4	?	?
1457870767.00	41.176813667	-8.602027317	110.2	12.295	108.20	1.4	?	?
1457870768.00	41.176774583	-8.601901700	111.1	12.501	122.20	1.4	?	?
1457870769.00	41.176712233	-8.601787983	111.6	12.810	131.70	1.4	?	?
1457870770.00	41.176639717	-8.601682267	112.3	12.707	135.60	1.4	?	?
1457870771.00	41.176559750	-8.601575500	112.5	12.758	135.60	1.2	?	?
1457870772.00	41.176477233	-8.601466417	112.3	13.067	134.30	1.2	?	?
1457870773.00	41.176393750	-8.601355250	112.0	13.376	134.30	1.2	?	?
1457870774.00	41.176309733	-8.601245850	112.8	13.478	134.40	1.2	?	?
1457870775.00	41.176224350	-8.601135500	113.0	13.530	134.20	1.2	?	?
1457870776.00	41.176140750	-8.601025833	113.5	13.170	133.80	1.2	?	?
1457870777.00	41.176063417	-8.600918033	114.2	12.398	132.40	1.2	?	?
1457870778.00	41.175995417	-8.600813850	115.1	11.369	127.70	1.2	?	?
1457870779.00	41.175939733	-8.600712333	115.8	10.443	121.10	1.2	?	?
1457870780.00	41.175897950	-8.600612317	116.3	9.414	115.10	1.2	?	?
1457870781.00	41.175862817	-8.600520883	116.3	8.385	112.00	1.2	?	?
1457870782.00	41.175836183	-8.600436600	116.3	7.202	112.10	1.4	?	?
1457870783.00	41.175815283	-8.600373183	115.9	5.350	113.30	1.4	?	?
1457870784.00	41.175784250	-8.600321967	115.6	5.299	134.20	1.4	?	?
1457870785.00	41.175740550	-8.600280850	115.6	6.379	153.10	1.4	?	?
1457870786.00	41.175679683	-8.600260883	115.5	7.562	171.60	1.4	?	?
1457870787.00	41.175610483	-8.600244433	115.7	8.488	172.90	1.4	?	?
1457870788.00	41.175530233	-8.600224350	116.0	9.466	170.60	1.2	?	?
1457870789.00	41.175444883	-8.600197533	116.3	10.083	167.20	1.2	?	?
1457870790.00	41.175359050	-8.600166983	116.3	10.135	163.90	1.3	?	?
1457870791.00	41.175278450	-8.600127233	116.8	9.569	160.40	1.3	?	?
1457870792.00	41.175201667	-8.600088667	117.3	8.848	158.60	1.3	?	?
1457870793.00	41.175130400	-8.600046017	117.6	8.488	156.00	1.3	?	?
1457870794.00	41.175057867	-8.600002050	117.7	9.003	155.70	1.2	?	?
1457870795.00	41.174979850	-8.599957217	117.6	9.672	156.20	1.2	?	?
1457870796.00	41.174900400	-8.599909300	118.0	9.723	155.90	1.2	?	?
1457870797.00	41.174822133	-8.599861483	118.8	9.569	155.60	1.2	?	?
1457870798.00	41.174743233	-8.599814350	119.3	9.723	156.10	1.2	?	?
1457870799.00	41.174660917	-8.599765317	119.8	10.186	155.90	1.2	?	?
1457870800.00	41.174575183	-8.599715417	120.3	10.495	156.60	1.2	?	?
1457870801.00	41.174486100	-8.599664150	120.8	10.958	156.10	1.2	?	?
1457870802.00	41.174395533	-8.599614233	121.1	10.906	156.90	1.2	?	?
1457870803.00	41.174307650	-8.599561417	121.8	10.546	156.10	1.3	?	?
1457870804.00	41.174221100	-8.599505417	122.9	10.443	155.70	1.3	?	?
1457870805.00	41.174132833	-8.599454300	123.9	10.443	155.90	1.3	?	?
1457870806.00	41.174047050	-8.599401183	124.7	10.443	155.40	1.2	?	?
1457870807.00	41.173962483	-8.599346500	125.5	10.443	155.40	1.2	?	?
1457870808.00	41.173877317	-8.599294167	126.1	10.443	155.60	1.2	?	?
1457870809.00	41.173792067	-8.599242117	126.6	10.443	155.60	1.2	?	?
1457870810.00	41.173707167	-8.599189017	127.2	10.443	155.20	1.2	?	?
1457870811.00	41.173622233	-8.599136800	127.8	10.443	155.50	1.2	?	?
1457870812.00	41.173538567	-8.599084200	128.3	10.392	155.50	1.2	?	?
1457870813.00	41.173454200	-8.599031900	128.8	10.392	155.60	1.2	?	?
1457870814.00	41.173369567	-8.598978300	129.4	10.392	155.20	1.2	?	?
1457870815.00	41.173284300	-8.598925483	130.0	10.495	156.00	1.2	?	?
1457870816.00	41.173199067	-8.598873717	130.5	10.443	155.60	1.2	?	?
1457870817.00	41.173113467	-8.598822867	131.0	10.443	155.80	1.2	?	?
1457870818.00	41.173027817	-8.598771783	131.5	10.392	155.90	1.2	?	?
1457870819.00	41.172941917	-8.598720200	132.1	10.392	156.00	1.2	?	?
1457870820.00	41.172856017	-8.598669100	132.6	10.443	155.80	1.2	?	?
1457870821.00	41.172770167	-8.598618117	133.1	10.443	155.70	1.2	?	?
1457870822.00	41.172684317	-8.598566450	133.7	10.392	155.50	1.2	?	?
1457870823.00	41.172598150	-8.598515433	134.2	10.443	155.90	1.2	?	?
1457870824.00	41.172511783	-8.598464583	134.6	10.443	156.00	1.2	?	?
1457870825.00	41.172424350	-8.598413167	134.7	10.649	156.20	1.2	?	?
1457870826.00	41.172336683	-8.598361533	134.8	10.649	156.00	1.2	?	?
1457870827.00	41.172249100	-8.598309950	134.8	10.598	155.60	1.2	?	?
1457870828.00	41.172161900	-8.598258300	134.8	10.546	155.50	1.2	?	?
1457870829.00	41.172074533	-8.598207483	134.9	10.546	156.00	1.2	?	?
1457870830.00	41.171988083	-8.598156850	134.8	10.443	156.10	1.2	?	?
1457870831.00	41.171900983	-8.598106050	134.9	10.546	156.40	1.2	?	?
1457870832.00	41.171813267	-8.598055850	135.3	10.443	155.70	1.2	?	?
1457870833.00	41.171725500	-8.598006550	135.6	10.392	156.20	1.2	?	?
1457870834.00	41.171638467	-8.597954933	135.7	10.598	155.40	1.2	?	?
1457870835.00	41.171551100	-8.597903683	135.8	10.546	155.50	1.2	?	?
1457870836.00	41.171464883	-8.597852667	136.0	10.443	155.80	1.2	?	?
1457870837.00	41.171379267	-8.597801800	136.2	10.443	156.20	1.2	?	?
1457870838.00	41.171291950	-8.597757467	136.2	10.392	159.40	1.2	?	?
1457870839.00	41.171204750	-8.597720383	136.4	10.237	162.90	1.3	?	?
1457870840.00	41.171116617	-8.597688717	136.5	10.135	166.00	1.3	?	?
1457870841.00	41.171025550	-8.597659767	136.8	10.392	167.90	1.3	?	?
1457870842.00	41.170933050	-8.597633167	137.1	10.495	168.60	1.3	?	?
1457870843.00	41.170841900	-8.597606983	137.1	10.340	166.40	1.7	?	?
1457870844.00	41.170749733	-8.597583933	137.1	10.340	165.70	1.7	?	?
1457870845.00	41.170657933	-8.597556533	137.4	10.289	165.40	1.8	?	?
1457870846.00	41.170566100	-8.597526883	137.9	10.289	165.50	1.8	?	?
1457870847.00	41.170480067	-8.597498900	138.6	9.414	166.50	1.8	?	?
1457870848.00	41.170408583	-8.597475667	138.8	7.768	167.20	1.4	?	?
1457870849.00	41.170355567	-8.597459183	137.7	5.813	167.70	1.3	?	?
1457870850.00	41.170309150	-8.597444367	137.7	4.579	166.30	1.3	?	?
1457870851.00	41.170276217	-8.597431717	138.1	2.881	165.30	1.2	?	?
1457870852.00	41.170259267	-8.597425633	138.5	1.029	164.80	1.2	?	?
1457870853.00	41.170255767	-8.597418650	139.5	0.360	2.50	1.2	?	?
1457870854.00	41.170258917	-8.597416783	139.9	0.669	349.60	1.2	?	?
1457870855.00	41.170268333	-8.597418850	139.7	1.080	354.90	1.2	?	?
1457870856.00	41.170277817	-8.597419633	139.6	1.029	349.60	1.2	?	?
1457870857.00	41.170289833	-8.597419300	139.9	1.338	344.10	1.2	?	?
1457870858.00	41.170301300	-8.597427900	139.8	1.286	325.60	1.2	?	?
1457870859.00	41.170311133	-8.597434817	139.9	1.235	304.30	1.2	?	?
1457870860.00	41.170316117	-8.597445033	139.8	1.080	291.40	1.2	?	?
1457870861.00	41.170318767	-8.597441483	140.7	0.360	284.00	1.2	?	?
1457870862.00	41.170320317	-8.597440083	141.2	0.000	95.30	1.4	?	?
1457870863.00	41.170325317	-8.597440400	141.8	0.051	80.10	1.1	?	?
1457870864.00	41.170329567	-8.597440533	142.7	0.103	1.70	1.1	?	?
1457870865.00	41.170333783	-8.597441233	143.6	0.103	1.80	1.1	?	?
1457870866.00	41.170337883	-8.597442183	144.5	0.154	356.70	1.1	?	?
1457870867.00	41.170341000	-8.597442633	145.2	0.103	11.10	1.1	?	?
1457870868.00	41.170343400	-8.597437683	145.6	0.720	58.90	1.1	?	?
1457870869.00	41.170343033	-8.597433600	145.1	0.360	59.10	1.1	?	?
1457870870.00	41.170343483	-8.597431367	145.1	0.257	45.60	1.1	?	?
1457870871.00	41.170345983	-8.597423917	144.9	0.875	56.20	1.1	?	?
1457870872.00	41.170348817	-8.597420000	144.7	0.412	51.10	1.1	?	?
1457870873.00	41.170349667	-8.597421367	144.3	0.103	240.80	1.1	?	?
1457870874.00	41.170350267	-8.597422800	144.2	0.103	215.80	1.1	?	?
1457870875.00	41.170350983	-8.597422967	144.2	0.103	53.30	1.1	?	?
1457870876.00	41.170355450	-8.597418217	144.3	0.977	58.00	1.1	?	?
1457870877.00	41.170372900	-8.597394650	144.5	2.727	42.40	1.1	?	?
1457870878.00	41.170397950	-8.597373083	144.1	3.138	18.10	1.1	?	?
1457870879.00	41.170422467	-8.597366967	143.5	2.932	2.10	1.1	?	?
1457870880.00	41.170439183	-8.597370983	142.8	1.955	347.50	1.1	?	?
1457870881.00	41.170454050	-8.597379117	142.0	1.903	335.60	1.5	?	?
1457870882.00	41.170474800	-8.597393017	140.9	3.447	336.00	1.5	?	?
1457870883.00	41.170504900	-8.597409733	140.0	4.373	342.30	1.5	?	?
1457870884.00	41.170542567	-8.597427050	139.6	4.579	343.30	1.5	?	?
1457870885.00	41.170590383	-8.597446317	139.1	5.865	343.10	1.5	?	?
1457870886.00	41.170645217	-8.597469000	138.6	6.688	343.20	1.7	?	?
1457870887.00	41.170703667	-8.597491867	138.0	6.996	344.10	1.5	?	?
1457870888.00	41.170756833	-8.597513267	136.8	7.305	344.90	1.3	?	?
1457870889.00	41.170815750	-8.597537867	136.0	7.768	344.50	1.5	?	?
1457870890.00	41.170884950	-8.597562783	135.3	8.334	345.30	1.5	?	?
1457870891.00	41.170958667	-8.597587917	134.6	8.900	345.50	1.9	?	?
1457870892.00	41.171037783	-8.597614850	133.8	9.569	344.90	1.9	?	?
1457870893.00	41.171119300	-8.597643150	132.9	10.083	344.70	2.6	?	?
1457870894.00	41.171203967	-8.597673683	132.0	10.340	344.00	2.6	?	?
1457870895.00	41.171292967	-8.597706483	131.4	10.289	343.40	1.5	?	?
1457870896.00	41.171378250	-8.597749000	131.4	10.289	339.60	1.5	?	?
1457870897.00	41.171459783	-8.597799800	131.6	10.186	335.50	1.4	?	?
1457870898.00	41.171542583	-8.597851267	131.8	10.186	334.80	1.4	?	?
1457870899.00	41.171628533	-8.597904550	132.3	10.289	335.10	1.1	?	?
1457870900.00	41.171714367	-8.597956767	132.6	10.340	335.40	1.1	?	?
1457870901.00	41.171800883	-8.598008117	132.8	10.443	335.80	1.2	?	?
1457870902.00	41.171887417	-8.598060817	132.9	10.598	335.20	1.5	?	?
