,timestamp,latitude,longitude,elevation,accuracy,bearing,speed_meters_per_second,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,distance_meters,elapsed_time_seconds
45,1577395429.0,-27.717691735263145,-51.09905879362776,977.6060455691528,4.0,327.78644,0.015310547,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0333314382265834,1.0
46,1577395430.0,-27.71769110263181,-51.09905851808259,977.6211933356428,4.0,327.79282,0.0136146145,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0751871342607584,1.0
47,1577395431.0,-27.717691332103545,-51.0990587953034,977.6938227041412,4.0,327.7942,0.012647284,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0373367437238871,1.0
48,1577395432.0,-27.71769199518648,-51.09905847088197,977.7837487603956,4.0,327.7893,0.010489755,19,gps,0.7,1.0,1.2,3.6,,,,97,,0.0801424735869587,1.0
49,1577395433.0,-27.717692281876,-51.09905818084732,977.8792082064762,4.0,327.79147,0.009872619,19,gps,0.7,1.0,1.2,3.6,,,,97,,0.0427480305693002,1.0
50,1577395434.0,-27.71769185562525,-51.09905823967496,978.011224993394,4.0,327.79245,0.008453878,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0475898714127362,1.0
51,1577395435.0,-27.71769200429012,-51.0990578183887,978.1799865565577,4.0,327.78476,0.016879449,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0446930840847977,1.0
52,1577395437.0,-27.71769229594516,-51.09905737709217,978.1834671989724,4.0,327.78564,0.009860062,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0542079190702438,2.0
53,1577395438.0,-27.717692268282384,-51.09905749131296,978.1908215535966,4.0,327.7861,0.009466855,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0116737839552688,1.0
54,1577395439.0,-27.7176921563171,-51.0990571973778,978.1706030031826,4.0,327.796,0.013121553,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0315307924434719,1.0
55,1577395440.0,-27.717692122643104,-51.09905727998952,978.17560749854,4.0,327.77707,0.018294346,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0089608608989594,1.0
56,1577395441.0,-27.717691696894303,-51.09905717099594,978.1179991783528,4.0,327.77502,0.021392602,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0483882297906438,1.0
57,1577395442.0,-27.717691582637343,-51.09905713401112,978.1525616739392,4.0,327.77402,0.013917507,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0131762459173201,1.0
58,1577395443.0,-27.71769147365276,-51.09905660313084,978.081491266566,4.0,327.77917,0.011050595,19,gps,0.7,1.0,1.2,3.6,,,,97,,0.0537287670346853,1.0
59,1577395444.0,-27.7176914130723,-51.0990565657436,978.1965472340956,4.0,327.78427,0.011856323,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0076590729953053,1.0
60,1577395445.0,-27.717691420181776,-51.09905630456498,978.2510684112708,4.0,327.78488,0.008920674,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0257687034351978,1.0
