,1411812122840,41.1781183,-8.5980907,0.0,73.06700134277344
1396,1411815072000,41.17606069,-8.60012488,177.8000030517578,11.0
1397,1411815073000,41.17617376,-8.60008496,177.1999969482422,10.0
1398,1411815074000,41.17628532,-8.60005514,177.1999969482422,11.0
1399,1411815075000,41.1763658,-8.600018,176.89999389648438,11.0
1400,1411815076000,41.17645463,-8.59996764,177.1999969482422,11.0
1401,1411815077000,41.17654064,-8.59993832,176.89999389648438,10.0
1402,1411815078000,41.17665502,-8.59990191,176.10000610351565,11.0
1403,1411815079000,41.17672028,-8.59984908,176.60000610351565,10.0
1404,1411815080000,41.17682603,-8.59979242,175.60000610351565,11.0
1405,1411815081000,41.17691217,-8.59974669,174.8000030517578,10.0
1406,1411815082000,41.17697447,-8.59972856,174.8000030517578,10.0
1407,1411815083000,41.17702596,-8.59971486,174.5,11.0
1408,1411815084000,41.17709317,-8.5996952,174.3000030517578,11.0
1409,1411815085000,41.1771523,-8.59965757,174.5,11.0
1410,1411815086000,41.17721442,-8.59961414,174.89999389648438,11.0
1411,1411815087000,41.17726546,-8.59958344,174.8000030517578,10.0
1412,1411815088000,41.17731524,-8.59955984,174.39999389648438,11.0
1413,1411815091000,41.17737348,-8.59953452,173.6999969482422,10.0
1414,1411815093000,41.17742149,-8.59949599,173.5,10.0
1415,1411815094000,41.1774661,-8.5994724,172.1999969482422,10.0
1416,1411815096000,41.17753594,-8.59942732,171.8000030517578,10.0
1417,1411815097000,41.17758028,-8.59939687,171.0,10.0
1418,1411815098000,41.17763118,-8.59937003,171.5,10.0
1419,1411815100000,41.17769575,-8.59934918,170.10000610351565,10.0
1420,1411815102000,41.17776347,-8.59930443,169.60000610351565,10.0
1421,1411815103000,41.17778846,-8.59925113,169.1999969482422,10.0
1422,1411815105000,41.17777947,-8.59912821,169.8000030517578,10.0
1423,1411815106000,41.17776543,-8.59904933,170.39999389648438,10.0
1424,1411815107000,41.17774847,-8.59897419,171.39999389648438,10.0
