gpstime	latitude	longitude	altitude	speed	heading	hpdop	vdop	pdop
1518257396.00	41.239049100	-8.541627867	147.3	0.051	122.60	1.5	2.4	2.8
1518257397.00	41.239048833	-8.541627600	147.5	0.000	158.40	1.5	2.4	2.8
1518257398.00	41.239048833	-8.541627217	147.6	0.000	304.40	1.5	2.4	2.8
1518257399.00	41.239049033	-8.541627133	147.6	0.000	347.90	1.5	2.4	2.8
1518257400.00	41.239048833	-8.541626683	147.7	0.000	71.40	1.5	2.4	2.8
1518257401.00	41.239049150	-8.541626983	147.7	0.051	322.30	1.5	2.4	2.8
1518257402.00	41.239049450	-8.541627150	147.7	0.051	326.30	1.5	2.4	2.8
1518257403.00	41.239049800	-8.541627233	147.7	0.051	328.10	1.5	2.4	2.8
1518257404.00	41.239050033	-8.541627183	147.8	0.103	323.40	1.5	2.4	2.8
1518257405.00	41.239050117	-8.541627133	147.8	0.051	342.10	1.5	2.4	2.8
1518257406.00	41.239050033	-8.541626833	147.8	0.051	318.50	1.5	2.4	2.8
1518257407.00	41.239050100	-8.541626633	147.8	0.051	320.60	1.5	2.4	2.8
1518257408.00	41.239050167	-8.541626417	147.8	0.000	19.00	1.5	2.4	2.8
1518257409.00	41.239050400	-8.541626217	147.8	0.051	332.80	1.5	2.4	2.8
1518257410.00	41.239049800	-8.541625167	147.8	0.051	328.00	1.5	2.4	2.8
1518257411.00	41.239050433	-8.541625800	147.7	0.051	329.00	1.5	2.4	2.8
1518257412.00	41.239050633	-8.541625900	147.7	0.051	329.70	1.5	2.4	2.8
1518257413.00	41.239050933	-8.541626033	147.6	0.103	332.20	1.5	2.4	2.8
1518257414.00	41.239051000	-8.541625967	147.6	0.051	338.40	1.5	2.4	2.8
1518257415.00	41.239051050	-8.541625883	147.6	0.051	333.20	1.5	2.4	2.8
1518257416.00	41.239050733	-8.541625617	147.6	0.000	354.20	1.5	2.4	2.8
1518257417.00	41.239050617	-8.541625467	147.6	0.051	334.40	1.5	2.4	2.8
1518257418.00	41.239050600	-8.541625367	147.6	0.000	343.80	1.5	2.4	2.8
1518257419.00	41.239050700	-8.541625317	147.5	0.051	337.90	1.5	2.4	2.8
1518257420.00	41.239050800	-8.541625250	147.5	0.051	343.00	1.5	2.4	2.8
1518257421.00	41.239050817	-8.541625250	147.4	0.051	323.90	1.5	2.4	2.8
1518257422.00	41.239050833	-8.541625233	147.4	0.000	358.90	1.5	2.4	2.8
1518257423.00	41.239050850	-8.541625183	147.4	0.000	18.30	1.5	2.4	2.8
1518257424.00	41.239050950	-8.541625133	147.4	0.051	334.40	1.5	2.4	2.8
1518257425.00	41.239051017	-8.541624917	147.4	0.051	347.60	1.5	2.4	2.8
1518257426.00	41.239051183	-8.541624817	147.4	0.051	329.20	1.5	2.4	2.8
1518257427.00	41.239051233	-8.541624700	147.3	0.051	338.80	1.5	2.4	2.8
1518257428.00	41.239051317	-8.541624650	147.3	0.051	329.60	1.5	2.4	2.8
1518257429.00	41.239051417	-8.541624600	147.3	0.051	334.30	1.5	2.4	2.8
1518257430.00	41.239051417	-8.541624500	147.3	0.051	335.80	1.5	2.4	2.8
1518257431.00	41.239051317	-8.541624383	147.3	0.051	338.30	1.5	2.4	2.8
1518257432.00	41.239051233	-8.541624267	147.3	0.051	324.60	1.5	2.4	2.8
1518257433.00	41.239051217	-8.541624100	147.3	0.000	352.30	1.5	2.4	2.8
1518257434.00	41.239051317	-8.541624000	147.3	0.051	333.50	1.5	2.4	2.8
1518257435.00	41.239051350	-8.541623800	147.2	0.051	346.40	1.5	2.4	2.8
1518257436.00	41.239051467	-8.541623900	147.2	0.051	334.80	1.5	2.4	2.8
1518257437.00	41.239051583	-8.541623933	147.1	0.051	338.60	1.5	2.4	2.8
1518257438.00	41.239051667	-8.541623967	147.1	0.051	337.20	1.5	2.4	2.8
1518257439.00	41.239051917	-8.541624100	147.1	0.051	338.90	1.5	2.4	2.8
1518257440.00	41.239052233	-8.541624300	147.0	0.051	335.10	1.5	2.4	2.8
1518257441.00	41.239051733	-8.541623500	147.2	0.051	327.00	1.6	2.4	2.8
1518257442.00	41.239051850	-8.541623417	147.2	0.000	339.30	1.6	2.4	2.8
1518257443.00	41.239052517	-8.541623467	146.9	0.051	346.70	1.6	2.4	2.8
1518257444.00	41.239053167	-8.541623700	146.7	0.051	331.80	1.6	2.4	2.8
1518257445.00	41.239053767	-8.541623267	146.6	0.051	345.70	1.6	2.4	2.8
